"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Commerce","Agency Overall","2015","50 U.S.C. § 2411(c) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. Dep’t of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001).","Information pertaining to license applications under the Export Administration Act","30"
"Department of Commerce","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 207); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv, 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WI. 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008)","Certain records pertaining to grand jury proceedings","2"
"Selective Service System","Agency Overall","2015","N/A","N/A","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2015","42 U.S.C. § 2000e-5(b), 2000e- 8(e) (Civil Rights act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)","Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in the investigation of charges of unlawful employment practices","3226"
"Equal Employment Opportunity Commission","Agency Overall","2015","42 U.S.C. § 12117","N/A","Information pertaining to charges of unlawful employment discrimination practices under the ADA; information obtained by the EEOC in theinvestigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC","1646"
"Equal Employment Opportunity Commission","Agency Overall","2015","42 U.S.C. § 2000ff-6","N/A","Information pertaining to charges of unlawful employment discrimination practices under the GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC","749"
"Consumer Product Safety Commission","Agency Overall","2015","15 U.S.C. § 2055(a)(2)","Mulloy v. Consumer Prod. Safety Comm'n, No. C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at **2-5 (S.D. Ohio Aug. 2, 1985)","Trade secret and other confidential business information","168"
"Consumer Product Safety Commission","Agency Overall","2015","15 U.S.C. § 2055(b)(1)","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980); * Krugler v. U.S. Consumer Prod. Safety Comm'n, 1:03-CV-1905-JTC (N.D.GA. June 22, 2004), and Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Information that permits the public to ascertain readily the identity of a manufacturer or private labeler","174"
"Consumer Product Safety Commission","Agency Overall","2015","15 U.S.C. § 2055(b)(5)","Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Information submitted under statutory reporting requirement for certain potentially unsafe consumer products","21"
"Consumer Product Safety Commission","Agency Overall","2015","15 U.S.C. § 2055(e)(1)","N/A","Information submitted under statutory reporting requirement for certain consumer products involved in product liability actions","1"
"Consumer Product Safety Commission","Agency Overall","2015","15 U.S.C. § 2074(c)","N/A","Information that identifies injured persons or those treating injured persons, absent consent","149"
"Legal Services Corporation","Agency Overall","2015","N/A","N/A","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2015","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 300 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2015","50 U.S.C. § 402 note","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2015","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008)","Intelligence sources and methods; certain information pertaining to agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1"
"Central Intelligence Agency","Agency Overall","2015","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Vhertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F.3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1843"
"Occupational Safety and Health Review Commission","Agency Overall","2015","0","N/A","0","0"
"Federal Housing Finance Agency","Agency Overall","2015","31 U.S.C.  § 3729","N/A","Investigations that were to be withheld from public disclosure, specifically, qui tam provisions.","1"
"Federal Housing Finance Agency","Agency Overall","2015","31 U.S.C.  § 3730","N/A","Investigations that were to be withheld from public disclosure, specifically, qui tam provisions.","2"
"United States Access Board","Agency Overall","2015","N/A","N/A","N/A","0"
"Office of Management and Budget","Agency Overall","2015","N/A","N/A","N/A","0"
"Administrative Conference of the United States","Agency Overall","2015","N/A","N/A","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2015","N/A","N/A","N/A","0"
"National Mediation Board","Agency Overall","2015","N/A","N/A","N/A","0"
"Federal Election Commission","Agency Overall","2015","52 U.S.C. § 30109(a)(12)(A)Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federa","Citizens for Responsibility and Ethics in Washington v. FEC, No. 04-1672, slip op. at 5 (D.D.C. May 16, 2005).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds.","9"
"National Endowment for the Humanities","Agency Overall","2015","N/A","N/A","N/A","0"
"Federal Mediation and Conciliation Service","Agency Overall","2015","N/A","N/A","N/A","0"
"Federal Reserve System","Agency Overall","2015","N/A","N/A","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2015","41 U.S.C. § 253b(m)(1)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel V. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"Department of Agriculture","Agency Overall","2015","7 USC §608(d)(2)","N/A","Information for marketing order programs that are categorized as trade secrets and commericial or financial information.","10"
"Department of Agriculture","Agency Overall","2015","7 USC §1502(c)","N/A","Personal information in connection with policy holders and/or yield data.","24"
"Department of Agriculture","Agency Overall","2015","7 USC §2018(c)","Argus Leader Media v. U.S. Dep't of Agriculture, 740 F.3d 1172, 1175-76 (8th Cir. 2014).","Information obtained pursuant to chapter 51 of title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program.","202"
"Department of Agriculture","Agency Overall","2015","7 USC §2276(a)(2)","Strunk v. U.S. Dep't of Interior, 752 F. Supp. 2d, 39, 44 (D.D.C 2010).","Information furnished under a provision of law referred to in subsection (d) of this section…unless such information has been transformed into a statistical or aggregate form that that does not allow the identification of the person who supplied particular information.","4"
"Department of Agriculture","Agency Overall","2015","7 USC §8791","Ctr. for Biological Diversity v. USDA, 626 F3d. 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-381 (D.D.C. 2009).","Information provided by an agricultural producer or owner of agricultural land concerning agricultural operations, farming, or conservation practices, or the land itself, in order to participate in programs of the Department and certain geospatial information....maintained by the Secretary.","213"
"Department of Agriculture","Agency Overall","2015","16 USC §470hh","Hornbostel v. US Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources.","35"
"Department of Agriculture","Agency Overall","2015","7 USC §8401(h)(1)(c)","None.","Site specific or transfer specific safeguard and security measures used by a registered person to prevent unauthorized access.","3"
"Department of Agriculture","Agency Overall","2015","41 USC §4702","Sinkerfield v. HUD, No. 10-885, 2012 US Dist. Lexis 35233, at 13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (DC Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","7"
"Office of Special Counsel","Agency Overall","2015","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted","Financial disclosure information pertaining to certain government employees","1"
"U.S. Agency for International Development","Agency Overall","2015","41 U.S.C § 4702","Sinkfield v. HUD, No. 10-885, 2012 U.S Dist. LEXIS 35233, at 13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at 6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't. of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","9"
"Pension Benefit Guaranty Corporation","Agency Overall","2015","41 U.S.C. § 4702","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary  affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an agency and that have not been set forth or incorporated by reference into contracts.","3"
"Pension Benefit Guaranty Corporation","Agency Overall","2015","29 U.S.C. § 1343","","Information pertaining to reportable events","1"
"Department of Labor","Agency Overall","2015","30 U.S.C. § 813(g)","N/A","Complaint information relating to mine inspections","5"
"Department of Labor","Agency Overall","2015","44 U.S.C. § 3501 Note","N/A","Confidential respondent data to BLS survey","2"
"Department of Labor","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1997, Pub. L. No. 98-78, 941 Stat. 13","Sussman v. USMS, 494 F. 3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives and Records Serv., 656 F. 2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","5"
"United States International Boundary and Water Commission","Agency Overall","2015","N/A","N/A","N/A","0"
"Department of the Treasury","Agency Overall","2015","26 U.S.C. § 6103","Church of Scientology v. IRS, 484 U.S. 9,15 (1987); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition).","Certain tax return information and certain tax convention information","2668"
"Department of the Treasury","Agency Overall","2015","31 U.S.C. § 5319","Hulstein v. DEA, No. 10-4112,  2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","484"
"Department of the Treasury","Agency Overall","2015","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD,  No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","4"
"Department of the Treasury","Agency Overall","2015","21 U.S.C. § 1904(e)(3)","","Information related to foreign narcotics traffickers","10"
"Department of the Treasury","Agency Overall","2015","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin,  P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaisance Office, and the National Geospatial Intelligence Agency.","2"
"Department of the Treasury","Agency Overall","2015","50 U.S.C. app. § 2170(c)","","Information or documentary material filed with the Committee on Foreign Investment in the United States","3"
"Department of the Treasury","Agency Overall","2015","26 U.S.C. § 6105","Church of Scientology v. IRS, 484 U.S. 9,15 (1987); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS,  217 F. Supp. 2d 23, 27-29 (D.D.C. 2002).","Certain tax return information and certain tax convention information","51"
"Department of the Treasury","Agency Overall","2015","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Establishes penalties for: manufacturing, selling, or possessing ""any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof""; and photographing, printing, making, or executing ""any engraving, photograph, print, or impression in the likeness of any such badge, identification card, or other insignia, or any colorable imitation thereof""","11"
"Department of the Treasury","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","15"
"Overseas Private Investment Corporation","Agency Overall","2015","Pub. L. No. 113-235, 128 Stat. 2130, 2383-2384 (Consolidated Appropriations Act, 2015)","N/A","Mailing List","1"
"National Endowment for the Arts","Agency Overall","2015","41 U.S.C. § 253b(m)(1)(currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. leEXIS, at *13-15-(S.D. Ohio Mar15, 2012)Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *(D. Nev. Mar. 31,2011);Hornbostel v. US Dep't of Interior, 305 F. Supp.2d21, 30 (D.D.C.2003), No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the posession of control of an executive agency and that have not been set forth or incorporated  by reference into contracts","1"
"Council on Environmental Quality","Agency Overall","2015","N/A","N/A","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2015","N/A","N/A","N/A","0"
"Department of Health and Human Services","Agency Overall","2015","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2nd 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DoJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","5"
"Department of Health and Human Services","Agency Overall","2015","41 USC. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","53"
"Department of Health and Human Services","Agency Overall","2015","42 U.S.C. § 262a(h)","","Bioterrorism-related information","28"
"Department of Health and Human Services","Agency Overall","2015","42 U.S.C. § 11137 (b)","","Adverse reports of a health care practitioner's conduct reported to the National Practitoner Database","5"
"Department of Health and Human Services","Agency Overall","2015","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"Department of Health and Human Services","Agency Overall","2015","42 U.S.C. § 247d-6b(d)","","National stockpile information - technical data or scientific information that is created or obtained during the countermeasure and product advanced research and development","4"
"Department of Health and Human Services","Agency Overall","2015","21 U.S.C. § 331(j) (Food, Drug, and Cosmetic Act)","Anderson v. HHS, 907 F.2d 936, 950-51 (10th Cir. 1990).","Certain information ""concerning any method or process which as a trade secret is entitled to protection.""","41"
"Department of Health and Human Services","Agency Overall","2015","21 U.S.C. § 350d(a)(5)","","Food facility registration information","1"
"Department of Health and Human Services","Agency Overall","2015","42 U.S.C. § 300aa-12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","""Except as provided in subparagraph (B), Information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program]… without the express written consent of the person who submitted the information""","3"
"Department of Health and Human Services","Agency Overall","2015","5 U.S.C. § 574(j)- Administrative Dispute Resolutions Act","","Confidential communications with agency Ombudsman (3rd party neutral)","1"
"Department of Health and Human Services","Agency Overall","2015","15 U.S.C. § 3710a© (Federal Technology Transfer Act)","Public. Citizen Health Researach Group v. NIH, 209 F. supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Col, Inc., v. NOAA, 917 F. Supp.867, 873-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).","""Trade secrets or commercial or financial, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,"" which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation","2"
"Department of Health and Human Services","Agency Overall","2015","42 USC § 1306c","","Master Death File records","3"
"Department of Health and Human Services","Agency Overall","2015","5 U.S.C. app. 3 § (7)(b)","","Names of employees who provide information or complaints to the Inspector General","11"
"Department of Health and Human Services","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","11"
"Securities and Exchange Commission","Agency Overall","2015","15 U.S.C. § 80b-4","N","Reports by Investment Adviser","2"
"Securities and Exchange Commission","Agency Overall","2015","15 U.S.C. § 78u-6","N","Certain information provided by a whistleblower","49"
"Securities and Exchange Commission","Agency Overall","2015","42 U.S.C. § 247d-6b(d)","N","Bioterrorism Preparedness Stockpiles","9"
"Securities and Exchange Commission","Agency Overall","2015","41 U.S.C. § 253b(m)  (currently at 41 U.S.C. § 4702)","Y","Contractor Proposals","8"
"Securities and Exchange Commission","Agency Overall","2015","15 U.S.C. § 78x(d)","N","Foreign Securities Authorities","1"
"Securities and Exchange Commission","Agency Overall","2015","31 U.S.C. § 5319","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","1"
"Securities and Exchange Commission","Agency Overall","2015","5 U.S.C. app § 7(b)","N","Names of employees who provide information or complaints to the Inspector General","3"
"Department of Transportation","Agency Overall","2015","49 U.S.C. § 40119(b)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Certain information obtained or developed in ensuring transportation security if disclosure of that information would:  constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","158"
"Department of Transportation","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Department of Transportation","Agency Overall","2015","49 U.S.C. § 1114(f)","N/A","Foreign aircraft accident investigation information","1"
"Department of Transportation","Agency Overall","2015","49 U.S.C. § 40110(e)","N/A","Contractor bid or proposal information submitted to the FAA that are not incorporated into the contract","3"
"Department of Transportation","Agency Overall","2015","49 U.S.C. § 40123(a)","N/A","Aviation Safety Action Program voluntarily submitted information","24"
"Department of Transportation","Agency Overall","2015","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Department of Transportation","Agency Overall","2015","41 U.S.C. § 2102(a)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Transportation","Agency Overall","2015","16 U.S.C. § 470w-3","N/A","National Historic Preservation information","1"
"Department of Transportation","Agency Overall","2015","49 U.S.C. § 31105(h)(1)","N/A","Names of certain motor carrier employees","106"
"Department of Transportation","Agency Overall","2015","23 U.S.C. § 403(e)","N/A","Identities of subjects of traffic accidents","1"
"Department of Transportation","Agency Overall","2015","26 U.S.C. § 6103(a)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties","1"
"Armed Forces Retirement Home","Agency Overall","2015","N/A","N/A","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2015","N/A","N/A","N/A","0"
"Court Services and Offender Supervision Agency","Agency Overall","2015","42 U.S.C. § 290ddd-2","","Confidentiality of alcohol and drug abuse patient records","1"
"American Battle Monuments Commission","Agency Overall","2015","N/A","N/A","N/A","0"
"National Transportation Safety Board","Agency Overall","2015","49 U.S.C. § 1114(f)","N/A","Records or information relating to the NTSBs participation in foreign aircraft accident investigations. 49 U.S.C. § 1114(f) prohibits the release of this information before the country conducting the investigation releases its report or 2 years following the accident, whichever occurs first","3"
"National Transportation Safety Board","Agency Overall","2015","49 U.S.C. § 1114(c)(1)","N/A","Cockpit Voice Recorder tapes.  Title 49 U.S.C. § 1114(c)(1) prohibits the release of any CVR tape.  However, the NTSB may release a CVR transcript (edited or unedited), in accordance with 49 U.S.C. § 1114(c)(1).","3"
"United States International Trade Commission","Agency Overall","2015","19 U.S.C. § 1677(f)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. International Trade Commssion, 846 F.2d 1527, 1530 (D.C. Cir. 1988)","Certain ""information submitted to the administering authority or the [The United States International Trade] Commission is designated as proprietary by the person submitting the information""","1"
"United States International Trade Commission","Agency Overall","2015","19 U.S.C. § 1332(g)","N/A","Confidential Business Information","3"
"United States International Trade Commission","Agency Overall","2015","19 U.S.C. § 1337(n)(1)","N/A","Information submitted to the Commission designated as Confidential Information","3"
