"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 410(c)(1)","N/A","Records relating to names and addresses of postal customers
","466"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 410(c)(2) ","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill. July 5, 2006); Robinett v. USPS, No. 02-1094, 2002 WL 1728582, at *5 (E.D. La. July 24, 2002).","Commercial information which would not be disclosed under good business practice","462"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 410(c)(3)","N/A","Information prepared for use in the negotiation of collective bargaining agreements under 39 U.S.C. Chapter 12 and minutes or notes kept during the negotiating sessions","6"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 410(c)(4)","N/A","Information prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service charges
","2"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 410(c)(5)","N/A","Reports and memoranda of consultants or independent contractors, except to the extent that they would be required to be disclosed if prepared within the Postal Service","5"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 410(c)(6)","N/A","Investigatory files, whether or not considered closed, compiled for law enforcement purposes except to the extent available by law to a party other than the Postal Service","2"
"United States Postal Service","Agency Overall","2021","39 U.S.C. § 412","N/A","Records containing lists of postal customers","20"
"United States Postal Service","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, § 2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","3"
"United States Postal Service","Agency Overall","2021","18 U.S.C. app. § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"United States Postal Service","Agency Overall","2021","18 U.S.C. § 3509(d) ","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430- 31 (D.D.C. 2014).

","Certain records containing identifying information pertaining to children involved in criminal proceedings","1"
"United States Postal Service","Agency Overall","2021","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the course of an OIG investigation","2"
"National Labor Relations Board","Agency Overall","2021","N/A","N/A","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2021","N/A","N/A","N/A","0"
"U.S. International Development Finance Corporation","Agency Overall","2021","N/A","N/A","N/A","0"
"Farm Credit Administration","Agency Overall","2021","N/A","N/A","N/A","0"
"Department of Veterans Affairs","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names or employees who provide information or complaints to the Inspector General","7"
"Department of Veterans Affairs","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","42"
"Department of Veterans Affairs","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","14"
"Department of Veterans Affairs","Agency Overall","2021","38 U.S.C. 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) unpublished disposition). ","""All files, records, reports, and other papers and documents pertaining to any claim under any of the laws administered by the Secretary and the names and addresses of present or former members of the Armed Forces, and their dependents, in the possession of [VA]"" ","1716"
"Department of Veterans Affairs","Agency Overall","2021","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical quality assurance program; certain other information pertaining to VA's medical quality-assurance program","43"
"Department of Veterans Affairs","Agency Overall","2021","38 U.S.C. § 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky, June 10, 1992).","Records of patients being treated for certain conditions ","1124"
"Department of Veterans Affairs","Agency Overall","2021","35 U.S.C. § 205","N/A","Information relating to government invention information","1"
"Department of Veterans Affairs","Agency Overall","2021","38 U.S.C. § 7451","N/A","Information collected in VA nurse and other health-care personnel wage surveys","2"
"Department of Veterans Affairs","Agency Overall","2021","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information ","9"
"Department of Veterans Affairs","Agency Overall","2021","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to ""any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit"" and ""any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit""","1"
"Department of Veterans Affairs","Agency Overall","2021","5 U.S.C. app. § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","1"
"Farm Credit System Insurance Corporation","Agency Overall","2021","N/A","N/A","N/A","0"
"United States International Trade Commission","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"National Capital Planning Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"Office of Government Ethics","Agency Overall","2021","5 U.S.C. app. § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","16"
"National Railroad Passenger Corporation","Agency Overall","2021","N/A","N/A","N/A","0"
"Appraisal Subcommittee","Agency Overall","2021","N/A","N/A","N/A","0"
"Department of Energy","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar 31, 2011); Hornbostel v. U.S. Dep't of Interior, 305 F. Supp. 2d 21, 30 v. (D.D.C. 2003), summary of affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. cir. Aug 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of Energy","Agency Overall","2021","42 U.S.C. § 2162","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986); Va. Sunshine All. v. NRC, 509 F.
Supp. 863 (D.D.C 1981), aff'd per curiam on other grounds, 669 F.2d 788 (D.C. Cir. 1981).","""Restricted Data"" pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material for consistency in reporting amongst agencies","11"
"Department of Energy","Agency Overall","2021","5 U.S.C. app. § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","5"
"Department of Energy","Agency Overall","2021","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir.
2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","10"
"Department of Energy","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","3"
"Department of Energy","Agency Overall","2021","31 U.S.C. § 3730(b)(2)","n/a","Records pertaining to civil actions for false claims against the United States Government","2"
"Occupational Safety and Health Review Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"Inter-American Foundation","Agency Overall","2021","N/A","N/A","N/A","0"
"Court Services and Offender Supervision Agency","Agency Overall","2021","N/A","N/A","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2021","31 U.S.C. § 5319","Turner v. Dep't of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Rels., Cal. v.FBI, 749 F. Supp. 2d 1104,1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008). ","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports ","1"
"Federal Housing Finance Agency","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319 ","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v.
McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings ","1"
"Federal Housing Finance Agency","Agency Overall","2021","50 U.S.C. § 3024(i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","2"
"Office of Personnel Management","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","3"
"Office of Personnel Management","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts ","2"
"Postal Regulatory Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"Department of Transportation","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v.HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","2"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 31143(b) ","N/A","Identities of motor carrier safety complainants","662"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 114(r) (formerly at 49 U.S.C. § 114(s))","Skurow v. DHS, 892 F. Supp. 2d 319, 329-30 (D.D.C. 2012) Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).
","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title.
","261"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 30305(c)","N/A","National Driver Register information on certain individuals","3"
"Department of Transportation","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Transportation","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d ","Certain records that would reveal some secret aspect pertaining to grand jury
proceedings.","2"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 40115(a)","N/A","Information harmful to US position in international aviation negotiations, or harmful to any US international air carrier.","5"
"Department of Transportation","Agency Overall","2021","5 U.S.C. § 7301 note § 503(e), Pub. L. 100-71","N/A","Drug test results of federal employees","2"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 1114(f) ","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two
years have not elapsed from the date of the accident.","2"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 40110(e) ","N/A","Contractor proposal not incorporated into the contract","3"
"Department of Transportation","Agency Overall","2021","49 U.S.C. § 40123(a)","N/A","Aviation Safety Action Program voluntarily submitted information","19"
"Department of Transportation","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748,
2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum)","Contractor bid or proposal information; source selection information","2"
"Department of Transportation","Agency Overall","2021","10 U.S.C. § 130e","N/A","DOD Critical Infrastructure Security information","27"
"Presidio Trust","Agency Overall","2021","N/A","N/A","N/A","0"
"Environmental Protection Agency","Agency Overall","2021","7 U.S.C. § 136i-1(b)","Doe v. Veneman, 380 F. 3d 807, 818 (5th Cir. 2004).","Data ""that would directly or indirectly reveal the identity of individual producers [of certain pesticides]""","28"
"Environmental Protection Agency","Agency Overall","2021","*5 U.S.C. app. 4 § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d
1498, 1500-02 (9th Cir. 1992);
Boyd v. Exec. Off. for U.S.
Att'ys, 161 F. Supp. 3d 1, 7
(D.D.C. 2015); Seife v. NIH,
874 F. Supp. 2d 248, 254
(S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","12"
"Environmental Protection Agency","Agency Overall","2021","26 U.S.C. §§ 6103, 6105 ","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Environmental Protection Agency","Agency Overall","2021","42 U.S.C. § 7412(r)(7)(H)(iii) ","N/A","Certain off-site consequence analysis information","2"
"Environmental Protection Agency","Agency Overall","2021","5 U.S.C. § 574(j)","N/A","Dispute resolution communications ","1"
"Environmental Protection Agency","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, § 2, 91 Stat. 319","Sussman v. USMS, 494 F.3d
1106, 1113 (D.C. Cir. 2007);
Sorin v. DOJ, No. 18-99, 2018
WL 6431027 (2d Cir. Dec. 6,
2018) (per curium); Widi v.
McNeil, No. 12-CV-00188,
2016 WL 4394724, at *23 (D.
Me. Aug 16, 2016); Durham v.
U.S. Att'y Gen., No. 06-843,
2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen
O'Connor v. U.S. Dep't of
Treasury, 570 F. Supp. 2d 749,
776 (E.D. Pa. 2008).","Certain records that would
reveal some secret aspect
pertaining to grand jury
proceedings","2"
"National Mediation Board","Agency Overall","2021","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"National Transportation Safety Board","Agency Overall","2021","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two years have not elapsed from the date of the accident
","4"
"National Transportation Safety Board","Agency Overall","2021","49 U.S.C. § 1136(d)","N/A","Passenger lists","2"
"National Transportation Safety Board","Agency Overall","2021","49 U.S.C. § 1114(c) ","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain ""cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to incident[s] investigated by the National Transportation Safety Board""","5"
"National Transportation Safety Board","Agency Overall","2021","49 U.S.C. § 1114 (d)(1)","N/A","Certain surface vehicle recordings and transcripts related to an accident investigated by the Board","2"
"Federal Deposit Insurance Corporation","Agency Overall","2021","13 U.S.C. §§ 8(b)¸ 9(a)","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982). ","Certain census data","1"
"Federal Communications Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"Small Business Administration","Agency Overall","2021","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS,
484 U.S. 9, 15 (1987)
(26 U.S.C. § 6103); Elec. Priv.
Info. Ctr. v. IRS, 910 F.3d 1232
(D.C. Cir. 2018); Leonard v.
U.S. Dep't of Treasury, 590 F.
App'x. 141, 143-44 (3d Cir.
2014) (per curiam); Pac.
Fisheries, Inc. v. IRS, 395 F.
App'x. 438, 440 (9th Cir. 2010)
(unpublished disposition) (26
U.S.C. §§ 6103, 6105); Tax
Analysts v. IRS, 217 F. Supp.
2d 23, 27-29 (D.D.C. 2002)
(26 U.S.C. § 6105).
","Certain tax return
information, to include
Taxpayer Identification
Numbers of third parties,
and certain tax convention
information","3"
"Small Business Administration","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, § 2, 91 Stat. 319","Sussman v. USMS, 494 F.3d
1106, 1113 (D.C. Cir. 2007);
Sorin v. DOJ, No. 18-99, 2018
WL 6431027 (2d Cir. Dec. 6,
2018) (per curium); Widi v.
McNeil, No. 12-CV-00188,
2016 WL 4394724, at *23 (D.
Me. Aug 16, 2016); Durham v.
U.S. Att'y Gen., No. 06-843,
2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen
O'Connor v. U.S. Dep't of
Treasury, 570 F. Supp. 2d 749,
776 (E.D. Pa. 2008).","Certain records that would
reveal some secret aspect
pertaining to grand jury
proceedings","1"
"Department of Commerce","Agency Overall","2021","15 U.S.C. § 3710a(c) (Federal Technology Transfer Act)","Pub. Citizen Health Rsch. Grp. v. NIH, 209 F. Supp. 2d 37, 43,  51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).
","""Trade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,"" which pertains to cooperative research and development
agreements for the purpose of technological and industrial innovation.
For a period of up to 5 years after development of information that results from research and development activities conducted under this chapter and that would be a trade secret or commercial or financial information that is privileged or confidential if the information had been obtained from a non-Federal party participating in a cooperative research and development agreement.","2"
"Department of Commerce","Agency Overall","2021","54 U.S.C. § 307103","N/A","Information about the location, character, or ownership of a historic property.","1"
"Department of Commerce","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar.
31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F.
Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25,
2004).","Contractor proposals that are in the possession or control of an executive agency and that have no been set forth or incorporated by reference into contracts","1"
"Department of Commerce","Agency Overall","2021","35 U.S.C. § 122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215, 1220 (D.C. Cir. 1979), cert. denied, 444 U.S. 1075 (1980); Leeds v. Quigg, 720 F. Supp. 193, 194 (D.D.C. 1989), aff'd mem., No. 89-5062 (D.C. Cir. Oct. 24, 1989).","Applications for patents; certain information pertaining to applications for patents.","7"
"Department of Commerce","Agency Overall","2021","50 U.S.C. § 2155(d)","N/A","Information obtained pursuant to a subpoena which the President deems confidential or with reference to which a request for confidential treatment is made by the person furnishing such information, unless the President determines that the withholding thereof is contrary to the interest of the national defense.","1"
"Department of Commerce","Agency Overall","2021","15 U.S.C. § 7306(d) (National Construction Safety Team Act)","Quick v. Dep't of Com., 775 F. Supp. 2d 174, 180-81 (D.D.C.
2011). ","""Any information . . .received in the course of an investigation under this chapter if the Director finds that the disclosure of that information might jeopardize public safety""","3"
"Department of Commerce","Agency Overall","2021","13 U.S.C. §§ 8(b), 9(a) (Census Act)","Baldrige v Shapiro, 455 U.S. 345, 355 (1982)","Certain Census data","1"
"Department of Commerce","Agency Overall","2021","50 U.S.C. § 4820(h)(1) (formerly at 50 U.S.C. § 4614(c)(1)) (Export Control Reform Act)","Wis. Project on Nuclear Arms Control v. U.S. Dep’t of Com., 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Com., 236 F.3d 1286, 1289-90 (11th Cir. 2001); Lessner v. U.S. Dep’t of Com., 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under
the Export Administration Act","16"
"Department of Commerce","Agency Overall","2021","16 U.S.C. § 1881a(b)(1)","N/A","Certain information submitted to the Secretary, a State fishery management agency, or a marine fisheries commission by any person in compliance with the requirements of this chapter","12"
"Office of National Drug Control Policy","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Research Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681F.3d 61, 72-75 (2d Cir. 2012);Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1"
"Office of National Drug Control Policy","Agency Overall","2021","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geopatial-Intelligence Agency","1"
"Office of National Drug Control Policy","Agency Overall","2021","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v.NTSB, 569 F.3d 964, 985 (9th Cir. 2009)","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"Consumer Financial Protection Bureau","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","3"
"Consumer Financial Protection Bureau","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"Peace Corps","Agency Overall","2021","N/A","N/A","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","N/A","N/A","N/A","0"
