"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Environmental Protection Agency","Agency Overall","2023","5 U.S.C. § 7114(b)(4), 7132","Dubin v. Dep’t of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. § 7114(b)(4)), aff’d, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).
                ","Certain labor relations training and guidance materials
            ","5"
"Environmental Protection Agency","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for
U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C.) 2015; Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012);","Confidential financial
disclosure report pertaining
to certain government
employees 
            ","14"
"Environmental Protection Agency","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d
72, 79 (D.D.C. 2021); Church
of Scientology v. IRS, 484 U.S.
9, 15 (1987) (26 U.S.C.
§ 6103); Elec. Priv. Info. Ctr. v.
IRS, 910 F.3d 1232, 1237 (D.C.
Cir. 2018); Leonard v. U.S.
Dep’of Treasury, 590 F. App’x.
141, 143-44 (3d Cir. 2014) (per
curiam); Pac. Fisheries, Inc. v.
IRS, 395 F. App’x. 438, 440
(9th Cir. 2010) (unpublished
disposition) (26 U.S.C.
§§ 6103, 6105).
                ","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information
            ","1"
"Environmental Protection Agency","Agency Overall","2023","42 U.S.C. § 7412(r)(7)(H)(iii)","N/A","Chemical safety information: certain off-site consequence analysis information and any ranking of stationary sources derived from the information 
            ","1"
"Environmental Protection Agency","Agency Overall","2023","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Environmental Protection Agency","Agency Overall","2023","16 U.S.C. § 470hh       ","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1192-94
(S.D. Cal. 2002). 
                ","Information Pertaining to the nature and location of certain archaeological resources
            ","4"
"Environmental Protection Agency","Agency Overall","2023","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319       ","Sussman v. USMS, 494 F.3d
1106, 1113 (D.C. Cir. 2007);
Sorin v. DOJ, No. 18-99, 2018
WL 6431027 (2d Cir. Dec. 6,
2018) (per curium); Widi v.
McNeil, No. 12-00188, 2016
WL 4394724, at *23 (D. Me.
Aug 16, 2016); Durham v. U.S.
Att’y Gen., No. 06-843, 2008
WL 620744, at *2 (E.D. Tex.
Mar. 3, 2008); Cozen O’Connor
v. U.S. Dep’t of Treasury, 570
F. Supp. 2d 749, 776 (E.D. Pa.
2008).","Certain records that would
reveal some secret aspect
pertaining to grand jury
proceedings 
            ","1"
"Millennium Challenge Corporation","Agency Overall","2023","N/A","N/A","N/A","0"
"Appraisal Subcommittee","Agency Overall","2023","5 U.S.C. § 13107 (formerly at 5 U.S.C. App 4 § 105)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att’ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees 
","1"
"Federal Maritime Commission","Agency Overall","2023","46 U.S.C. § 40306 ","N/A","Agreement information and documents filed with the FMC (other than Agreements) ","1"
"Federal Maritime Commission","Agency Overall","2023","28 U.S.C. § 652(d) ","Yelder v. DOD, 577 F. Supp. 2d 342, 346-47 (D.D.C. 2008).","“[C]onfidential dispute resolution communications”","1"
"Farm Credit System Insurance Corporation","Agency Overall","2023","N/A","N/A","N/A","0"
"General Services Administration","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423 (a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).
","Contractor bid or proposal information; source selection information","16"
"General Services Administration","Agency Overall","2023","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1)) ","CIA v. Sims, 471 U.S. 159, 167 (1985).
","Intelligence sources and methods","2"
"General Services Administration","Agency Overall","2023","39 U.S.C. § 410(c)(2)","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL- CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill. July 5, 2006); Robinett v. USPS, No. 02-1094, 2002 WL 1728582, at *5 (E.D. La. July 24, 2002).
","Commercial information which would not be disclosed under good business practice","1"
"General Services Administration","Agency Overall","2023","31 U.S.C. § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government.","3"
"General Services Administration","Agency Overall","2023","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).
","Personally identifiable information pertaining to ""any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit"" and ""any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit""","3"
"Federal Financial Institutions Examination Council","Agency Overall","2023","N/A","N/A","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2023","N/A","N/A","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2023","N/A","N/A","N/A","0"
"Inter-American Foundation","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Inter-American Foundation","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att’ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Financial disclosure information pertaining to certain government employees  ","1"
"Export-Import Bank of the U.S.","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att’ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","2"
"Office of the United States Trade Representative","Agency Overall","2023","19 U.S.C. § 2155(g) ","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is “submitted in confidence”","1"
"Central Intelligence Agency","Agency Overall","2023","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007) aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008)","Intelligence sources and methods; certain information pertaining to the organization or functions of the Agency, or the names, official titles, salaries, or numbers of personnel employed by the Agency","714"
"Central Intelligence Agency","Agency Overall","2023","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C § 403-1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","714"
"U.S. Department of State","Agency Overall","2023","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","1"
"U.S. Department of State","Agency Overall","2023","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","2"
"U.S. Department of State","Agency Overall","2023","18 U.S.C. § 798","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); N.Y. Times Co. v. DOD, 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","1"
"U.S. Department of State","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"U.S. Department of State","Agency Overall","2023","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Intelligence sources and methods; certain information pertaining to Agency functions or employees, specifically: “the organization or functions of the Agency, or of the names, official titles, salaries, or numbers of personnel employed by the Agency”","Intelligence sources and methods; certain information pertaining to Agency functions or employees, specifically: “the organization or functions of the Agency, or of the names, official titles, salaries, or numbers of personnel employed by the Agency”","2"
"U.S. Department of State","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that ""a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,"" but exempting from this disclosure requirement ""any information contained in the determination that would be exempt from disclosure under section 552 of title 5""","1"
"U.S. Department of State","Agency Overall","2023","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1))","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Intelligence sources and methods","6"
"U.S. Department of State","Agency Overall","2023","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72- 75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"U.S. Department of State","Agency Overall","2023","8 U.S.C. § 1202(f) ","Medina-Hincapie v. Dep’t of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); De Laurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep’t of State, No. 12-1111, 2014 WL 4704840, at *6-7 (S.D.N.Y. Sept. 19, 2014); Badalamenti v. U.S. Dep’t of State, 899 F. Supp. 542, 547 (D. Kan. 1995).","Certain records pertaining to the issuance or refusal of visas to enter the United States.","6883"
"Federal Election Commission","Agency Overall","2023","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A))","Gov’t Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016). ","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","11"
"United States Trade and Development Agency","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) ","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Merit Systems Protection Board","Agency Overall","2023","49 U.S.C. § 114(r) (formerly at 49 U.S.C. § 114(s))","Longas-Palacio v. USCIS, No. 21-2661, 2023 WL 2277128 (S.D. Tex. Feb. 28, 2023); Magassa v. TSA, No. 19-01953, 2022 WL 971207, at *5 (D.D.C Mar. 31, 2022); Skurow v. DHS, 892 F. Supp. 2d 319, 329- 30 (D.D.C. 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title.  ","2"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2023","N/A","N/A","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2023","5 U.S.C. § 13107 (formerly at 5 U.S.C. App 4 § 105)","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","1"
"Legal Services Corporation","Agency Overall","2023","N/A","N/A","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2023","41 U.S.C. § 2102 (amending  41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts ","2"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2023","42 U.S.C. §§ 2000e-5(b), 2000e-8(e)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997)); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989). 
","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices","1"
"United States Postal Service","Agency Overall","2023","39 U.S.C. § 410(c)(1)","N/A","Records relating to names and addresses of postal customers ","387"
"United States Postal Service","Agency Overall","2023","39 U.S.C. § 410(c)(2)	","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05- 294, 2006 WL 1876682, at *5-9 (S.D. Ill. July 5, 2006); Robinett v. USPS, No. 02-1094, 2002 WL 1728582, at *5 (E.D. La. July 24, 2002).","Commercial information which would not be disclosed under good business practice
","331"
"United States Postal Service","Agency Overall","2023","39 U.S.C. § 410(c)(3)","N/A","Information prepared for use in the negotiation of collective bargaining agreements under 39 U.S.C. Chapter 12 and minutes or notes kept during the negotiating sessions","3"
"United States Postal Service","Agency Overall","2023","39 U.S.C. § 410(c)(4)","N/A","Information prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service charges","1"
"United States Postal Service","Agency Overall","2023","39 U.S.C. § 410(c)(6)","N/A","Investigatory files, whether or not considered closed, compiled for law enforcement purposes except to the extent available by law to a party other than the Postal Service","1"
"United States Postal Service","Agency Overall","2023","39 U.S.C. § 412	","N/A","Records containing lists of postal customers","21"
"United States Postal Service","Agency Overall","2023","18 U.S.C. § 1461 ","N/A","Mailing obscene or crime-inciting matter","5"
"United States Postal Service","Agency Overall","2023","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, § 2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att’y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings

","2"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2023","N/A","N/A","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2023","N/A","N/A","N/A","0"
"National Credit Union Administration","Agency Overall","2023","31 U.S.C. § 5319","Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017)); Council on Am.-Islamic Rels., Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), affd on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports.","1"
"National Council on Disability","Agency Overall","2023","N/A","N/A","N/A","0"
"Council on Environmental Quality","Agency Overall","2023","N/A","N/A","N/A","0"
"Federal Permitting Improvement Steering Council","Agency Overall","2023","N/A","N/A","N/A","0"
"Surface Transportation Board","Agency Overall","2023","N/A","N/A","N/A","0"
"Social Security Advisory Board","Agency Overall","2023","N/A","N/A","N/A","0"
"Selective Service System","Agency Overall","2023","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2023","N/A","N/A","N/A","0"
"United States Institute of Peace","Agency Overall","2023","N/A","N/A","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc., v. U.S. Dep't of the Army, No. Civ. 001748, 2001 WL 34098652, at *3 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"United States Copyright Office","Agency Overall","2023","N/A","N/A","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2023","45 U.S.C. § 362(d)","Ass'n of Retired R.R. Workers v. R.R. Ret. Bd., 830 F.2d 331, 334 (D.C. Cir. 1987); Nat'l Ass'n of Retired & Veteran Ry. Emp.'s v. R.R. Ret. Bd., 1991 U.S. Dist, LEXIS 21923 at *7 (N.D. Ohio Feb. 20, 1991).","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity","10"
"National Capital Planning Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2023","N/A","N/A","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2023","5 U.S.C. § 407 (formerly at 5 U.S.C. app. 3 § 7(b)) ","Wash. Post Co. v. Special
Inspector Gen. for Afg.
Reconstr., 486 F. Supp. 3d 141,
166 (D.D.C. 2020).","Names of employees who
provide information or
complaints to the Inspector
General","1"
"Federal Deposit Insurance Corporation","Agency Overall","2023","31 U.S.C. § 5319","Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Rels., Cal. v. FBI, 749 F. Supp. 2d 1104,
1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), affd on other grounds, 288 F. App’x 829 (3d Cir. 2008). ","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports ","1"
"United States International Trade Commission","Agency Overall","2023","19 U.S.C. § 1677f","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int’l Trade Comm’n, 846 F.2d 1527, 1530-31 (D.C. Cir. 1988). ","Certain “information submitted to the administering authority or the [United States International Trade] Commission which is designated as proprietary by the person submitting the information”","2"
"United States International Trade Commission","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Equal Employment Opportunity Commission","Agency Overall","2023","42 USC 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v.EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am.Centennial Ins.Co. v.EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices.","1505"
"Equal Employment Opportunity Commission","Agency Overall","2023","42 U.S.C. § 12117","N/A","Americans with Disabilities Act charges, conciliation materials, required reports, and case file information","1505"
"Equal Employment Opportunity Commission","Agency Overall","2023","42 U.S.C. § 2000ff-6","N/A","Information pertaining to charges of unlawful employment discrimination practices.","1505"
"Equal Employment Opportunity Commission","Agency Overall","2023","8 U.S.C. § 1367(a)(2)","N/A","Information that relates to an alien who is the beneficiary of certain applications for relief under the Immigration and Nationality Act ","594"
"Department of Transportation","Agency Overall","2023","41 U.S.C. § 2102(a) (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","7"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 31143 (b)","N/A","Identities of motor carrier safety complainants","704"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 114(r) (formerly at 49 U.S.C. § 114(s)) ","Longas-Palacio v. USCIS, No. 21-2661, 2023 WL 2277128 (S.D. Tex. Feb. 28, 2023); Magassa v. TSA, No. 19-01953, 2022 WL 971207, at *5 (D.D.C Mar. 31, 2022); Skurow v. DHS, 892 F. Supp. 2d 319, 329-30 (D.D.C. 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title.","172"
"Department of Transportation","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the
Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference
into contracts","3"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 30305(c)","N/A","National Driver Register information on certain individuals","8"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 60138","N/A","Certain information contained in pipeline facility response plans","2"
"Department of Transportation","Agency Overall","2023","5 U.S.C. § 407 (formerly at 5 U.S.C. app. 3 § 7(b))","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020).","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Transportation","Agency Overall","2023","46 U.S.C. § 70103(d) (formerly 33 U.S.C. § 1226)","N/A","Maritime information security plans","1"
"Department of Transportation","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012). ","Providing that “a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,” but
exempting from this disclosure requirement “any information contained
in the determination that would be exempt from disclosure under section 552 of title 5”","1"
"Department of Transportation","Agency Overall","2023","19 U.S.C. § 2155(g) ","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is ""submitted in confidence.""","1"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 46102(c)","N/A","Recordings and proceedings before the Secretary, Administrator of the Transportation Security Administration, and Administrator of the Federal Aviation Administration requiring secrecy because of national defense","1"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 40110(e)","N/A","Contractor proposal not incorporated into the contract","1"
"Department of Transportation","Agency Overall","2023","49 U.S.C. § 40123(a)","        N/A","Aviation Safety Action Program voluntarily submitted information","27"
"Department of Transportation","Agency Overall","2023","10 U.S.C. § 130(e)","Newport Aeronautical Sales v. Dep’t of the Air Force, 684 F.3d 160, 167-68 (D.C. Cir. 2012); Chenkin v. Dep’t of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (M.D. Pa. Jan. 14, 1994), aff’d, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain “technical data with military or space application in the possession of, or under the control of, the Department of Defense” ","15"
"Department of Justice","Agency Overall","2023","5 U.S.C. app. § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d 1498, 1500- 02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Attys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","2"
