"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"National Aeronautics and Space Administration","Agency Overall","2016","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","22"
"National Aeronautics and Space Administration","Agency Overall","2016","41 U.S.C. § 2102","Legal & Safety Employer Research, Inc. V U.S. Dept of the Army, No, Civ. S001748, 2001 UL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum)","Contractor bid or proposal information; source selection information","9"
"National Aeronautics and Space Administration","Agency Overall","2016","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","8"
"Consumer Financial Protection Bureau","Agency Overall","2016","41 U.S.C. § 4702(b)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","2"
"Consumer Financial Protection Bureau","Agency Overall","2016","41 U.S.C. § 2102","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information.","1"
"Consumer Financial Protection Bureau","Agency Overall","2016","5 U.S.C. App. § 107(a)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010).","Financial disclosure information pertaining to certain government employees","1"
"Institute of Museum and Library Services","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2016","0","N/A","0","0"
"Office of Government Ethics","Agency Overall","2016","5 U.S.C. app. § 105","","Financial disclosure reports","9"
"Office of Government Ethics","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","2"
"Export-Import Bank of the U.S.","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04- 0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","1"
"Department of Justice","Agency Overall","2016","10 U.S.C. § 130b","Hall v. CIA, No. 04-00814, 2012 WL 3143839, at * 16 (D.D.C. Aug. 3, 2012); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DOD and DHS","2"
"Department of Justice","Agency Overall","2016","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","3"
"Department of Justice","Agency Overall","2016","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","2"
"Department of Justice","Agency Overall","2016","13 U.S.C. §§ 8(b), 9(a) (Census Act)","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982).","Certain census data","1"
"Department of Justice","Agency Overall","2016","15 U.S.C. § 1314(g) (Antitrust Civil Process Act)","Motion Picture Ass'n of Am. v. DOJ, No. 80 Civ. 6612, slip op. at 1 (S.D.N.Y. Oct. 6, 1981).","""Any documentary material, answers to written interrogatories, or transcripts of oral testimony"" provided pursuant to certain civil investigative demands pertaining to antitrust investigations","11"
"Department of Justice","Agency Overall","2016","15 U.S.C. § 18a(h)","N/A","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","8"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 3123(d) (Pen Register Act)","Labow v. DOJ, No. 11-1256, 2014 WL 4368954, at *8 (D.D.C. Sept. 4, 2014); Stephens v. DOJ, 26 F. Supp. 3d 59, 68 (D.D.C. 2014); Jennings v. FBI, No. 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","47"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 3153","N/A","Information regarding pre-trial services","3"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","13"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 3521(b)(1)(g) (Witness Security Reform Act of 1984)","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 101595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).","""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","21"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 4208(c) (Parole Commission and Reorganization Act)","DOJ v. Julian, 486 U.S. 1, 9 (1988).","Certain records pertaining to parole determination proceedings","1"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 5038","N/A","Juvenile arrest records","7"
"Department of Justice","Agency Overall","2016","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Establishes penalties for: manufacturing, selling, or possessing ""any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof""; and photographing, printing, making, or executing ""any engraving, photograph, print, or impression in the likeness of any such badge, identification card, or other insignia, or any colorable imitation thereof""","1"
"Department of Justice","Agency Overall","2016","18 U.S.C. §§ 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","120"
"Department of Justice","Agency Overall","2016","20 U.S.C. § 1232g","N/A","Identities of students and parents identified in data collected by representatives of the Comptroller General, the Secretary of Education, or State educational authorities in connection with the audit, evaluation, or enforcement of a Federally-supported education program","1"
"Department of Justice","Agency Overall","2016","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","116"
"Department of Justice","Agency Overall","2016","31 U.S.C. § 3730","N/A","Records pertaining to civil actions for false claims against the United States Government","6"
"Department of Justice","Agency Overall","2016","31 U.S.C. § 5319 (Bank Secrecy Act)","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","23"
"Department of Justice","Agency Overall","2016","31 U.S.C. § 3733(k)","N/A","Any documentary material, answers to written interrogatories, or oral testimony provided under any civil investigative demand","2"
"Department of Justice","Agency Overall","2016","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical quality-assurance program; certain other information pertaining to VA's medical quality-assurance program","1"
"Department of Justice","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Department of Justice","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","4"
"Department of Justice","Agency Overall","2016","42 U.S.C. § 2000g-2(b)","N/A","Conciliation assistance data received by the Community Relations Service","1"
"Department of Justice","Agency Overall","2016","42 U.S.C. § 300aa-12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","""Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program] . . . without the express written consent of the person who submitted the information""","2"
"Department of Justice","Agency Overall","2016","42 U.S.C. § 3789g","N/A","Data received by the Bureau of Justice Statistics and used only for statistical or research purposes","6"
"Department of Justice","Agency Overall","2016","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Justice","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","12"
"Department of Justice","Agency Overall","2016","50 U.S.C. § 402 note (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","6"
"Department of Justice","Agency Overall","2016","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","383"
"Department of Justice","Agency Overall","2016","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","33"
"Department of Justice","Agency Overall","2016","50 U.S.C. § 431 (Central Intelligence Agency Information Act of 1984)","CIA v. Sims, 471 U.S. 159, 167, 174 n.19 (1985) (dictum); Wolf v. CIA, 569 F. Supp. 2d 1, 8 (D.D.C. 2008).","[O]perational files of the Central Intelligence Agency","1"
"Department of Justice","Agency Overall","2016","8 U.S.C. § 1202(f) (Immigration and Nationality Act)","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 12-1111, 2014 WL 4704840, at *6 (S.D.N.Y. Sept. 19, 2014); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to the issuance or refusal of visas to enter the United States","1"
"Department of Justice","Agency Overall","2016","Agreement Between the Government of the United States of  America and the Government of Hong Kong for the Surrender of Fugitive Offenders,  U.S.-H.K., Dec. 20, 1996, S. TREATY DOC. NO. 105-3 (1997))","N/A","Information exchanged with foreign government pursuant to a Mutual Legal Assistance Treaty","1"
"Department of Justice","Agency Overall","2016","Fed. R. Crim. P. 32, enacted by Act of July 31, 1975, Pub. L. 94-64, § 2, 89 Stat. 370","DOJ v. Julian, 486 U.S. 1, 9 (1988).","Presentence reports and recommendations","36"
"Department of Justice","Agency Overall","2016","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","638"
"Department of Justice","Agency Overall","2016","Pub. L. No. 111-8, 123 Stat. 524","N/A","Information required to be maintained by Federal Firearms Licensees and information maintained in the ATF Firearms Tracing Systems","224"
"Department of Justice","Agency Overall","2016","Treaty Between the United States of America and the Swiss Confederation on Mutual Assistance in Criminal Matters, U.S.-Switz., May 25,1973, 27 U.S.T. 2019","N/A","Information exchanged with foreign government pursuant to a Mutual Legal Assistance Treaty","1"
"Department of Justice","Agency Overall","2016","Treaty between the United States and the Netherlands on Mutual Legal Assistance in Criminal Matters, Sept. 29, 2004, S. TREATY DOC No. 109-13 2006","N/A","Information exchanged with foreign government pursuant to a Mutual Legal Assistance Treaty","1"
"Federal Financial Institutions Examination Council","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of Energy","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","4"
"Department of Energy","Agency Overall","2016","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75- 1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","37"
"Department of Energy","Agency Overall","2016","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","8"
"Department of Energy","Agency Overall","2016","35 U.S.C. § 122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979).","Applications for patents; certain information pertaining to applications for patents","3"
"Department of Energy","Agency Overall","2016","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137- 38, 1140 (9th Cir. 2007).","Intelligence sources and methods","16"
"Department of Energy","Agency Overall","2016","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp. 2d 342, 347-48 (D.D.C. 2008)","""[C]onfidential dispute resolution communications""","2"
"Department of Energy","Agency Overall","2016","Fed. R. Crim. P. 6(e)¸ enacted by Act of July 30¸ 1977¸ Pub. L. No. 95-78¸ 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Department of Energy","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10- 885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Department of Energy","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted","Financial disclosure information pertaining to certain government employees","2"
"Department of Energy","Agency Overall","2016","5 U.S.C. app.  § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","1"
"Department of Energy","Agency Overall","2016","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep't of State, No. 96- 1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","1"
"U.S. Department of State","Agency Overall","2016","8 U.S.C. § 1202(f) (Immigration and Nationality Act","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983); Holy Spirit Ass'n for Unification of World Christianity, Inc. v. U.S. Dep't of State, 526 F. Supp. 1022, 1031 (S.D.N.Y. 1981).","Certain records pertaining to the issuance or refusal of visas to enter the United States","6067"
"U.S. Department of State","Agency Overall","2016","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RBD-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr.19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","4"
"U.S. Department of State","Agency Overall","2016","50 U.S.C. § 402 note (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. V. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857,868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","2"
"U.S. Department of State","Agency Overall","2016","50 U.S.C. § 403g (Central Intelligence Act of 1949)","Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. Cia, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F.3d 205 (3d Cir 2008).","Intelligence sources and methods; certain information pertaining to CIA employees, specifically:  ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency.""","3"
"Consumer Product Safety Commission","Agency Overall","2016","15 U.S.C. §§ 2055(a)(2), 2055(b)(1), 2055(b)(5) (Consumer Product Safety Act)","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980) (15 U.S.C. § 2055(b)(1)); Mulloy v. Consumer Prods. Safety Comm'n, No. 85-3720, 1986 WL 17283, at *1 (6th Cir. July 22, 1986) (per curiam) (unpublished disposition) (15 U.S.C. § 2055(a)(2) and 15 U.S.C. § 2055(b)(5)); Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, No. 87-1478, slip op. at 16-17 (D.D.C. Sept. 19, 1989) (15 U.S.C. § 2055(b)(5)); Mulloy v. Consumer Prod. Safety Comm'n, No. C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at *2-6 (S.D. Ohio Aug. 2, 1985) (15 U.S.C. § 2055(a)(2) and 15 U.S.C. § 2055(b)(5)).","Certain information reported to, or otherwise obtained by, the Consumer Product Safety Commission which either contains or relates to a trade secret or is ""subject to section 552(b)(4) of Title 5""","192"
"Consumer Product Safety Commission","Agency Overall","2016","15 U.S.C. § 2055(e)(1)","N/A","Information submitted under statutory reporting requirement for certain consumer products involved in product liability actions","1"
"Consumer Product Safety Commission","Agency Overall","2016","15 U.S.C. § 2074(c)","N/A","Information that identified injured persons or those treating injured persons, absent consent","154"
"Social Security Administration","Agency Overall","2016","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition)(26 U.S.C. sections 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. section 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","10"
"Social Security Administration","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v HUD, No. 10-885, 2012 U.S. District. LEXIS 35233 at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v NASA, no 09CV-00421, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance grantd, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004","Contractor proposals that are in the possession or in control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"National Council on Disability","Agency Overall","2016","N/A","N/A","N/A","0"
