"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Health and Human Services","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","42"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 242m(d)","","Identifiable information for certain research and statistical activities","12"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 262a(h)","","Bioterrorism-related information","14"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 300aa-12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011)","""Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program]  . . . without the express written consent of the person who submitted the information""","3"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 653(j)(7)(E)(ii)","N/A","Certain information in the Federal Parent Locator Service","1"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 1320c-9(a)","N/A","Information related to Quality Improvement Organization records","2"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 1395bb(b)","","Information related to Accreditation Survey Information","1"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 11137(b)","","Adverse reports of a health practitioner's conduct","2"
"Department of Health and Human Services","Agency Overall","2017","5 U.S.C. app. 3 § 7(b)","","Name of employees who provide information or complaints to the Inspector General","29"
"Department of Health and Human Services","Agency Overall","2017","42 U.S.C. § 653(l)(1)","N/A","Information in the Federal Parent Locator Service","2"
"United States Institute of Peace","Agency Overall","2017","N/A","N/A","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2017","42 U.S.C. § 3610(d) (Fair Housing Act)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted & motion to remand denied, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007).","Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations","13"
"Department of Housing and Urban Development","Agency Overall","2017","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","3"
"Department of Housing and Urban Development","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Department of Housing and Urban Development","Agency Overall","2017","42 U.S.C. § 3537a","","Covered information during the grant selection process","1"
"James Madison Memorial Fellowship Foundation","Agency Overall","2017","N/A","N/A","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2017","7 U.S.C. § 12 (Commodity Exchange Act)","Hunt v. Commodity Futures Trading Comm'n, 484 F. Supp. 47, 49 (D.D.C. 1979).","""[D]ata and information that would separately disclose the business transactions of any person"" and trade secrets or names of customers gathered in the course of the Commission’s investigations under the Commodity Exchange Act","6"
"Harry S. Truman Scholarship Foundation","Agency Overall","2017","N/A","N/A","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"United States International Trade Commission","Agency Overall","2017","19 U.S.C. § 1677(f)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. International Trade Commssion, 846 F.2d 1527, 1530 (D.C. Cir. 1988).","Certain ""information submitted to the administering authority or the [The United States International Trade] Commission is designated as proprietary by the person submitting the information""","2"
"National Endowment for the Humanities","Agency Overall","2017","N/A","N/A","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2017","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2017","42 U.S.C. § 7412(r)(7)(H)(iii)","N/A","Certain off-site consequence analysis information and any ranking of stationary sources derived from the information","1"
"Merit Systems Protection Board","Agency Overall","2017","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Merit Systems Protection Board","Agency Overall","2017","42 U.S.C. §§ 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating chages of unlawful employment practices","5"
"Merit Systems Protection Board","Agency Overall","2017","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Department of Defense","Agency Overall","2017","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","6"
"Department of Defense","Agency Overall","2017","6 U.S.C § 1504(d)(3)(b)","N/A","A cyber threat indicator or defensive measure shared with the federal government under the Cybersecurity Information Sharing Act of 2015","1"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 128","N/A","Unclassified special nuclear weapons information","19"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 130","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","219"
"Department of Defense","Agency Overall","2017","10 U.S.C § 130b","Hall v. CIA, No. 04-00814, 2012 WL 3143839, at * 16 (D.D.C. Aug. 3, 2012); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DoD and DHS","915"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and international organizations","68"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 130d","N/A","Certain confidential information shared with State and local personnel","2"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 130e","N/A","DoD critical infrastructure security information","2"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","387"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 455","N/A","Maps, charts, and geodetic data","6"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 613a(a)","N/A","Proceedings from selection and special selection boards for active duty officers and warrant officers","1"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 1102 (National Defense Authorization Act for Fiscal Year 1987)","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records","18"
"Department of Defense","Agency Overall","2017","10 U.S.C § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","138"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 2371(i)","N/A","Research projects: Transactions other than contracts and grants","6"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 2485(h)","N/A","Limitations on release of Commissary Commercially Valuable Information","6"
"Department of Defense","Agency Overall","2017","10 U.S.C. § 14104(a)","N/A","Proceedings from selection and special selection boards for reserve officers","2"
"Department of Defense","Agency Overall","2017","15 U.S.C. §§ 46(f), 57b-2 (Federal Trade Commission Act)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Ayuda, Inc. v. FTC, No. 13-1266, 2014 WL 4829574, at *19-20 (D.D.C. Sept. 30, 2014) (15 U.S.C. § 57b-2); Carter, Fullerton & Hayes, LLC v. FTC, 637 F. Supp. 2d 1, 9 (D.D.C. 2009) (15 U.S.C. § 57b-2); National Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2); Doherty v. FTC, No. 80-0513, 1981 WL 2094, at *3 (D.D.C. June 24, 1981) (15 U.S.C. § 46(f)).","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential"" and certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process""","1"
"Department of Defense","Agency Overall","2017","15 U.S.C. § 638 (k)(4)","N/A","Information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases","1"
"Department of Defense","Agency Overall","2017","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","17"
"Department of Defense","Agency Overall","2017","16 U.S.C. § 470w-3 (Archaeological Resources Protection Act of 1979)","","National historic preservation","12"
"Department of Defense","Agency Overall","2017","18 U.S.C. § 798 (Espionage Act)","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","564"
"Department of Defense","Agency Overall","2017","18 U.S.C. § 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","12"
"Department of Defense","Agency Overall","2017","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","309"
"Department of Defense","Agency Overall","2017","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","12"
"Department of Defense","Agency Overall","2017","26 U.S.C. § 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","5"
"Department of Defense","Agency Overall","2017","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","29"
"Department of Defense","Agency Overall","2017","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","9"
"Department of Defense","Agency Overall","2017","42 U.S.C § 2168(a)(1)(c)","N/A","Restricted and formerly restricted data concerning atomic energy","8"
"Department of Defense","Agency Overall","2017","50 U.S.C. § 421","N/A","Identities of U.S. undercover intelligence officers, agents, informants, and sources","5"
"Department of Defense","Agency Overall","2017","50 U.S.C. app. § 2411(c) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","2"
"Department of Defense","Agency Overall","2017","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","742"
"Department of Defense","Agency Overall","2017","50 U.S.C. § 432a (currently at 50 U.S.C. § 3143)","Aftergood v. National Reconnaissance Office, 441 F. Supp. 2d 37, 46 (D.D.C. 2006).","Operational files of the National Reconnaissance Office","1"
"Department of Defense","Agency Overall","2017","50 U.S.C. § 3144 (formerly 50 U.S.C. § 432b)","N/A","Operational files of the National Security Agency","1"
"Department of Defense","Agency Overall","2017","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","11"
"Department of Defense","Agency Overall","2017","50 U.S.C. § 402 note (currently at 50 U.S.C. § 3605) (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1351"
"Department of Defense","Agency Overall","2017","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","3"
"Department of Defense","Agency Overall","2017","Pub. L. No 102-190, 105 Stat. 1290, 1480-1481","N/A","Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (McCain Bill)","1"
"Department of Defense","Agency Overall","2017","Pub. L.  No. 111-83, 123 Stat. 2142 (Protected National Security Documents Act, 2009)","N/A","Photographs related to the treatment of individuals engaged, captured, or detained after September 11, 2001.","2"
"Federal Energy Regulatory Commission","Agency Overall","2017","16 U.S.C 470hh (Archaeological Resources Protection Act of 1979)","Hombostel v. U.S. Depa't of the Interior, 305 F. Supp. 2d 21, 20 (D.D.C. 2003), summary affirmance granted, No. 03-05257, 2004 WL 1900562) (D.C. Cir. Aug. 25, 2004)","Information pertaining to the nature and location of certain archaelogical resources","17"
"Department of Agriculture","Agency Overall","2017","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","2"
"Department of Agriculture","Agency Overall","2017","7 U.S.C. § 608(d)(2)","N/A","Information for marketing order programs that is categorized as trade secrets and commercial or financial information","3"
"Department of Agriculture","Agency Overall","2017","7 U.S.C. § 1502(c)","N/A","Personal information provided by agricultural producer (policy information, yield data, etc.)","19"
"Department of Agriculture","Agency Overall","2017","7 U.S.C. § 2018(c)","Argus Leader Media v. USDA, 740 F.3d 1172, 1175-76 (8th Cir. 2014).","Information obtained pursuant to chapter 51 of title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program","90"
"Department of Agriculture","Agency Overall","2017","7 U.S.C. § 2276(a)(2) (Food Security Act of 1985)","Strunk v. U.S. Dept. of Interior, 752 F. Supp. 2d 39, 44 (D.D.C. 2010).","""[I]nformation furnished under a provision of law referred to in subsection (d) of this section . . . unless such information has been transformed into a statistical or aggregate form that does not allow the identification of the person who supplied particular information""","29"
"Department of Agriculture","Agency Overall","2017","7 U.S.C. § 8791","Ctr. for Biological Diversity v. USDA, 626 F.3d 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-38 (D.D.C. 2009).","""[I]nformation provided by an agricultural producer or owner of agricultural land concerning the agricultural operation, farming or conservation practices, or the land itself, in order to participate in programs of the Department"" and certain ""geospatial information . . . maintained by the Secretary""","359"
"Department of Agriculture","Agency Overall","2017","15 U.S.C. § 3710a(c) (Federal Technology Transfer Act)","Pub. Citizen Health Research Group v. NIH, 209 F. Supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).","""[T]rade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,"" which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation","5"
"Department of Agriculture","Agency Overall","2017","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","31"
"Department of Agriculture","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","10"
"Department of Agriculture","Agency Overall","2017","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","2"
"Department of Agriculture","Agency Overall","2017","18 U.S.C. § 5038","N/A","Juvenile arrest records","1"
"Social Security Administration","Agency Overall","2017","26 U.S.C. § 6103","Church of Scientology v IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. 6103); Leonard v U.S. Dep't of Treasury, 590 F. App'x. 141, 143-144 (3d Cir. 2014) (pur curiam); Pac. Fischeries, Inc. v IRS, 395 F, App'x 438, 440 (9th Cir.2010) (unpublished disposition) (26 U.S.C. 6103, 6105); Tax analysts v IRS, 217 F. Supp. 2d 23,27-29 (D.D.C. 2002) (26 U.S.C. 6105).","Certain tax information, to include Taxpayer Identification Numbers of third parties,  and certain tax convetion information","2"
"Social Security Administration","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v HUD, No. 10-885, 2012 U.S. District. LEXIS 35233 at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v NASA, no 09CV-00421, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance grantd, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004","41 U.S.C. 253b(m)(1) (currently at 41 U.S.C. 4702)  - Contractor proposals that are in the possession or control of an executive agency that have not been set forth or incorpoated by reference into contracts","4"
"Federal Reserve System","Agency Overall","2017","N/A","N/A","N/A","0"
"Commission of Fine Arts","Agency Overall","2017","N/A","N/A","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2017","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F22d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14 33 (D.D.C 2009, renewed motion for summary judgement granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","5"
"Council on Environmental Quality","Agency Overall","2017","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2017","N/A","N/A","N/A","0"
"Surface Transportation Board","Agency Overall","2017","5 U.S.C. § 574(j)","N/A","Alternative Dispute Resolution Communications","2"
"Department of Veterans Affairs","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41  U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","48"
"Department of Veterans Affairs","Agency Overall","2017","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","15"
"Department of Veterans Affairs","Agency Overall","2017","38 U.S.C. § 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) (unpublished disposition).","""All files, records, reports, and other papers and documents pertaining to any claim under any of the laws administered by the Secretary and the names and addresses of present or former members of the Armed Forces, and their dependents, in the possession of [VA]""","1372"
"Department of Veterans Affairs","Agency Overall","2017","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical quality-assurance program; certain other information pertaining to VA's medical quality-assurance program","89"
"Department of Veterans Affairs","Agency Overall","2017","38 U.S.C. § 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky. June 10, 1992).","Records of patients being treated for certain conditions","3146"
"Department of Veterans Affairs","Agency Overall","2017","35 U.S.C. § 122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979).","Applications for patents; certain information pertaining to applications for patents","4"
"Department of Veterans Affairs","Agency Overall","2017","38 U.S.C. § 7451","","Information collected in VA nurse and other health-care personnel wage surveys","1"
