"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Commerce","Agency Overall","2011","5 U.S.C. app. § 107(a)","Meyerhoff v EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp.2d 14, 33 (D.D.C. 209), renewed motion for summary judgment granted in part on other grounds, 699F.Supp. 2d 106 (D.D.C. 2010)","FinFinancial disclosure information pertaining to certain government employees","1"
"Department of Commerce","Agency Overall","2011","21 U.S.C.§ 331(j)","Anderson v. HHS, 907 F.2d 936, 950-51 (10th Cir. 1990)","Certain information “concerning any method or process which as a trade secret is entitled to protection”","1"
"Department of Commerce","Agency Overall","2011","13 U.S.C. § 301(g)","Afr. Fund v. Mosbacher, No. 92 Civ. 289, 1993 WL 183736, at *5 (S.D.N.Y. May 26, 1993); Young Conservative Found., Inc. v. U.S. Dep’t of Commerce, No. 85-3982, 1987 WL 9244, at *2-3 (D.D.C. Mar. 25, 1987).","Shippers’ export declarations or successor documents","2"
"Department of Commerce","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2022 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v U.S. Dep’t of Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","18"
"Department of Commerce","Agency Overall","2011","16 U.S.C. § 1881(a)","N/A","Statistical information contained in fishery management plans.","11"
"Department of Agriculture","Agency Overall","2011","7 U.S.C. §136i-1","Doe v. Veneman, 380 F.3d 807, 818 (5th Cir. 2004)","Information in connection with the location and the use of pesticides","1"
"Department of Agriculture","Agency Overall","2011","7 U.S.C. §1502 (c )","None","Personal information in connection with policy holder; yield data","11"
"Department of Agriculture","Agency Overall","2011","7 U.S.C. §2011-2036","","Names and other personally identifiable information of SNAP (Food Stamp) recipients and firms participating in program","36"
"Department of Agriculture","Agency Overall","2011","7 U.S.C. §2276","Strunk v. U.S. Dept. of Interior, 752 F.Supp 2d, 39, 44","Respondents' identity and unaggregated survey data","2"
"Department of Agriculture","Agency Overall","2011","7 U.S.C. §7411-7425","None","Confidential communication","1"
"Department of Agriculture","Agency Overall","2011","15 U.S.C. §3710(a)","Pub. Citizens Health Research Group v. NIH, 209 F Supp 2d 37, 43, 51 (DDC 2002); DeLorme Pub Co. Inc. v. NOAA, 917 F Supp 867, 871-72 (D.Me 1996), appeal dismissed per stipulation, No 96-1601 (1st Cir. July 8, 1996).","Trade secrets or commerical or financial information that pertain to cooperative research and development agreements for the purpose of technological and industrial innovation","3"
"Department of Agriculture","Agency Overall","2011","16 U.S.C. § 470(h)(h)","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Archaeological site maps, cultural resources and historic sites","14"
"Department of Agriculture","Agency Overall","2011","16 U.S.C. § 470 w-3","None","Archaeological site maps, cultural resources and historic sites","14"
"Department of Agriculture","Agency Overall","2011","35 U.S.C. §122","Irons & Sears v. Dann, 606 F2d 1215, 1219-21 (DC Cir. 1979).","Information in connection with the application of patents","1"
"Department of Agriculture","Agency Overall","2011","35 U.S.C. §205","None","Information in connection with a patent prior to the filing of an application","1"
"Department of Agriculture","Agency Overall","2011","41 U.S.C. §253 (b)(m)(1)","Hornbostel v. Dept of the Interior, 305 Fsupp 2d 21 (D.D.C. 2003)","Confidential commercial information including contract proposals","15"
"Department of Agriculture","Agency Overall","2011","42 U.S.C. §1320 d-6(a)","None","Patient medical files","1"
"Department of Agriculture","Agency Overall","2011","7 U.S.C. §8791A(2)(a)","Ctr. for Biological Diversity v. USDA, 626 F. 3d 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F.Supp. 2d 230, 237-381 (D.D.C. 2009)","Information provided by an agriculture producer or owner of agricultural land in connection with participation in a USDA program and concerning agricultural operations, farming or conservation practices or the land itself; information contained in any type of USDA geospatial information system where producer provided information about agricultural land or operations","90"
"Federal Reserve System","Agency Overall","2011","31 U.S.C. § 5319 (Bank Secrecy Act)","Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005). 35 U.S.C. § 122 (Patent Act) Applications for patents; certain information pertaining to applications for patents Irons & Sears v. Dann, 606","Reports pertaining to monetary instrument transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","3"
"Office of Government Ethics","Agency Overall","2011","5 U.S.C. app. §  107(a)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010).","Financial disclosure information pertaining to certain government employees","6"
"Small Business Administration","Agency Overall","2011","26 U.S.C. § 6103","Church of Scientology v IRS, 484 U.S. 9, 15 (1987)","Certain tax return information","8"
"General Services Administration","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","56"
"National Mediation Board","Agency Overall","2011","0","N/A","0","0"
"Federal Election Commission","Agency Overall","2011","2 U.S.C. sec 437g(a)(12)(A)","Citizens for Responsibility and Ethics in Washington v. FEC, No. 04-1672, slip op. at 5 (D.D.C. May 16, 2005).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","7"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2011","0","N/A","0","0"
"National Indian Gaming Commission","Agency Overall","2011","N/A","N/A","N/A","0"
"Administrative Conference of the United States","Agency Overall","2011","0","N/A","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2011","0","N/A","0","0"
"Commodity Futures Trading Commission","Agency Overall","2011","7 U.S.C. §12","Hunt v. CFTC, 484 F. Supp. 47, 49 (D.D.C. 1979)","Data and information that would separately disclose the business transactions of any person and trade secrets or names of customers gathered in the course of the Commissions investigations under the Commodity Exchange Act","16"
"Federal Deposit Insurance Corporation","Agency Overall","2011","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2011","None","Not Applicable","Not Applicable","0"
"National Endowment for the Humanities","Agency Overall","2011","5 U.S.C. app. 107(a)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010)","Financial disclosure information pertaining to certain government employees","1"
"Federal Trade Commission","Agency Overall","2011","15 U.S.C. § 46(f), (Federal Trade Commission Act)","Doherty v. FTC, No. 80-0513, 1981 WL 2094, at *3 (D.D.C. June 24, 1981) (15 U.S.C. § 46(f)).","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential""","65"
"Federal Trade Commission","Agency Overall","2011","15 U.S.C. 57(b)-2(b)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Carter, Fullerton & Hayes, LLC v. FTC, 637 F. Supp. 2d 1, 9 (D.D.C. 2009) (15 U.S.C. § 57b-2); National Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2).","Materials received pursuant to compulsory process in a law enforcement investigation.","1"
"Federal Trade Commission","Agency Overall","2011","15 U.S.C. 57(b)-2","Dairymen, Inc. v. FTC, 1980-2 Trade Cas. (CCH) 63,479 (D.D.C. July 9, 1980)","Certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process","125"
"Federal Trade Commission","Agency Overall","2011","15 U.S.C. §18a(h)","Lieberman v. FTC, 771 F.2d 32 (2d Cir. 1985)","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","15"
"Federal Trade Commission","Agency Overall","2011","21 U.S.C. 355","None","Any information or documentary material that may have been filed pursuant to the pharmaceutical agreement notification.","3"
"Federal Trade Commission","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09¬CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"United States African Development Foundation","Agency Overall","2011","N/A","N/A","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2011","41 U.S.C. 253b(m)(1)","Margolin v. NASA, No. 09CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Nuclear Regulatory Commission","Agency Overall","2011","42 U.S.C. 2167","","Unclassified safeguards information","2"
"Postal Regulatory Commission","Agency Overall","2011","0","N/A","0","0"
"Recovery Accountability and Transparency Board","Agency Overall","2011","41 U.S.C. 253b(m)(1)","Margolin v. NASA, 09-CV-004210LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dept't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Office of the Director of National Intelligence","Agency Overall","2011","50 U.S.C. section 404-1(i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007)","Intelligence sources and methods","64"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2011","0","N/A","0","0"
"Environmental Protection Agency","Agency Overall","2011","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS. 494 F. 3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F. 2d 856, 867-68 (D.C. Cir, 1981); Durham v. U.S. Atty. Gen. No. 06-843, 2008 WL 62744, at *2 (E.D. Tex. Mar. 3, 2008). Cozen O'Connor v. U.S.Dep't  of Treasury, 570 F. Supp, 2d 749, 776 (E.D. Pa. 2008)","Certain records pertaining to grand jury proceedings","2"
"Environmental Protection Agency","Agency Overall","2011","7 U.S.C. § 1361-1 (Federal Insecticide, Fungicide, and Rodenticide Act)","Doe v. Veneman, 380 F. 3d 807, 818 (5th Cir. 2004).","Data ""that would directly or indirectly reveal the identity of individual producers [of certain pesticides]""","11"
"Environmental Protection Agency","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar, 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Social Security Administration","Agency Overall","2011","26 U.S.C. 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, No. 09-35618, 2010 WL 3611645, at *2 (9th Cir. September 15, 2010) (unpublished disposition); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information and certain tax convention information","50"
"Social Security Administration","Agency Overall","2011","44 U.S.C. 3541, et seq.","","Information security controls and programs that support Federal operations","3"
"Social Security Administration","Agency Overall","2011","41 U.S.C. 253b(m)(1)","Margolin v. NASA, No. 09¬CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contract proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of Labor","Agency Overall","2011","Federal Mine Safety and Health Act of 1977, Sestions 103(g)(1), 30 USC 813(g)","None","Complainant Information & Interviews of Miners","5"
"Department of Labor","Agency Overall","2011","41 U.S.C. 253 (b)(1)","Hornbostel v. US Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 Wl 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor Proposals","1"
"Department of Labor","Agency Overall","2011","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1997, Pub. L. No. 98-78, 91 Stat. 319","Sussman v. USMC, 494 F. 3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. NARS, 656 F.2d 856, 867-68 (D.C. Cir. 1981)","Grand Jury Proceedings","2"
"Department of Labor","Agency Overall","2011","Confidential Information Protection and Statistical Efficiency Act of 2002, Title V of Public Law 107-347","","Confidential respondent data","2"
"Department of Labor","Agency Overall","2011","Occupational Safety and Health Act of 1970, 29 USC 666(f)","None","Advance Notice of Inspection","52"
"Federal Open Market Committee","Agency Overall","2011","None","N/A","N/A","0"
"Department of the Interior","Agency Overall","2011","41 USC § 423 (Procurement Integrity Act)","","Procurement info prior to award of a contract.","5"
"Department of the Interior","Agency Overall","2011","41 USC § 253b(m) (Federal Property and Administrative Services Act)","","Certain information in contractor proposals; & proposals of successful bidders.","16"
"Department of the Interior","Agency Overall","2011","16 USC § 4301 (Federal Cave Resources Protection Act)","","Specific location of significant caves.","1"
"Department of the Interior","Agency Overall","2011","16 USC § 470hh(a) (Archaeological Resources Protection Act)","","Descriptions of historical & cultural resources and/or their specific locations.","19"
"Department of the Interior","Agency Overall","2011","16 USC § 5937 (National Parks Omnibus Management Act)","","Nature/location of endangered/threatened/rare or commercially valuable resource, mineral or paleontological objects or objects of cultural patrimony in National Park System.","2"
"Department of the Interior","Agency Overall","2011","5 USC app. 7(b)  (Inspector General Act, as amended)","","Part of an ongoing criminal investigation.","1"
"Department of the Interior","Agency Overall","2011","16 USC § 470w-3 (Nat’l Historic Preservation Act Amendments)","","Location, character or ownership of historic resource.","9"
"Department of the Interior","Agency Overall","2011","25 USC 2103(c) (Indian Mineral Development Act of 1982)","","Related to decision to grant/disapprove Minerals Agreements for Indian tribes.","1"
"Department of the Interior","Agency Overall","2011","18 USC Appendix (Federal Rules of Criminal Procedure 6(e), enacted by Act of July 30, 1977, PL 95-78, 91 Stat. 319)","","Grand jury material re identities of witnesses/ jurors, substance of testimony, strategy or direction of an investigation, juror deliberations/questions.","3"
"National Science Foundation","Agency Overall","2011","35 U.S.C. §122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979).","Applications for patents; certain information pertaining to applications for patents","13"
"National Science Foundation","Agency Overall","2011","41 U.S.C 253b(m)(1)(National Defense Authorization Act for Fiscal Year 1997)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"United States Copyright Office","Agency Overall","2011","Copyright Law*","none","copyrighted material","3"
"Consumer Product Safety Commission","Agency Overall","2011","15 U.S.C. 2055(a)(2)","Mulloy v. Consumer Prod. Safety Comm'n, No. C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at **2-5 (S.D. Ohio Aug. 2, 1985)","Trade secret and other confidential business information","203"
"Consumer Product Safety Commission","Agency Overall","2011","15 U.S.C. 2055(b)(1)","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980); and Krugler v. U.S. Consumer Prod. Safety Comm'n, 1:03-CV-1905-JTC (N.D.GA. June 22, 2004), and Reliance Elec. Co. v. Consumer Prod. Saefty Comm'n, 924 F. 2d 274 (D.C. Cir. 1991)","Information that identifies a particular brand name of a consumer product","260"
"Consumer Product Safety Commission","Agency Overall","2011","15 U.S.C. 2055(b)(5)","Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Informaiton submitted under statutory reporting requirement for certain potentially unsafe consumer products","20"
"Consumer Product Safety Commission","Agency Overall","2011","15 U.S.C. 2055(e)(1)","None","Information submitted under statutory reporting requirement for certain consumer products involved in product liability actions","11"
"Consumer Product Safety Commission","Agency Overall","2011","15 U.S.C. 2074(c )","None","Information that identifies injured persons or those treating injured persons, absent consent","301"
"United States International Boundary and Water Commission","Agency Overall","2011","0","N/A","0","0"
