"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Commerce","Agency Overall","2018","50 U.S.C. § 4614(c)(1) (formerly at 50 U.S.C. app. § 2411(c)) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. U.S. Dep’t of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Commerce, 236 F.3d 1286, 1289-90 (11th Cir. 2001); Lessner v. U.S. Dep’t of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","6"
"United States Institute of Peace","Agency Overall","2018","N/A","N/A","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2018","N/A","NA","NA","0"
"Nuclear Regulatory Commission","Agency Overall","2018","42 U.S.C 2167","Va. Sunshine Alliance v. NRC, 509 F. Suppl 863 (D.D.C. 1981), aff'd, 669 F.2d 788 (D.C. Cir. 1981)","Certain Safeguards Information","1"
"Overseas Private Investment Corporation","Agency Overall","2018","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10- 885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Selective Service System","Agency Overall","2018","N/A","N/A","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","5"
"United States International Boundary and Water Commission","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Justice","Agency Overall","2018","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32 (2d Cir. 1985).","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","8"
"Department of Justice","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","195"
"Department of Justice","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","505"
"Department of Justice","Agency Overall","2018","Pub. L. No. 108-447, 118 Stat. 2809, 2859-60 (Consolidated Appropriations Act, 2005) Pub. L. No. 110-161, 121 Stat. 1844, 1903-904 (Consolidated Appropriations Act, 2008) Pub. L. No. 112-55, 125 Stat. 552, 609-10 (Consolidated Appropriations Act, 2012)","City of Chicago v. U.S. Dep’t of the Treasury, 423 F.3d 777, 781-82 (7th Cir. 2005); P.W. Arms, Inc. v. United States, No. 15-1990-JCC, 2017 WL 319250, at *4 (W.D. Wash. Jan. 23, 2017); Williams v. ATF, No. PWG-15-1969, 2017 WL 3978580 at *5-6 (D. Md. Sept. 8, 2017); Abdeljabbar v. ATF, 74 F. Supp. 3d 158, 173 (D.D.C. 2014).","Certain firearms database information","138"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 3521(b)(1)(g) (Witness Security Reform Act of 1984)","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff’d, No. 10–1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).","“[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],” subject to certain exceptions","14"
"Department of Justice","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","5"
"Department of Justice","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","3"
"Department of Justice","Agency Overall","2018","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","765"
"Department of Justice","Agency Overall","2018","Fed. R. Crim. P. 32(c)(3)(A), enacted by Act of July 31, 1975, Pub. L. 94-64, § 2, 89 Stat. 370","DOJ v. Julian, 486 U.S. 1, 11 (1988).","Presentence reports and recommendations","77"
"Department of Justice","Agency Overall","2018","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National GeospatialIntelligence Agency","8"
"Department of Justice","Agency Overall","2018","42 U.S.C. § 300aa12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","“Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program] . . . without the express written consent of the person who submitted the information”","11"
"Department of Justice","Agency Overall","2018","42 U.S.C. § 2000g2(b)","N/A","Conciliation assistance data received by the Community Relations Service","1"
"Department of Justice","Agency Overall","2018","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09- 5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09- CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Department of Justice","Agency Overall","2018","18 U.S.C. §§ 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","101"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 3123(d) (Pen Register Act)","Labow v. DOJ, 831 F.3d 523, 527-28 (D.C. Cir. 2016); ACLU v. DOJ, 2014 WL 4954121, at *11 (N.D. Cal. Sept. 30, 2014); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff’d on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court “order[s] authorizing or approving the installation and use of a pen register or a trap and trace device”; information pertaining to “the existence of the pen register or trap and trace device or the existence of the investigation”","45"
"Department of Justice","Agency Overall","2018","31 U.S.C. § 5319 (Bank Secrecy Act)","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff’d on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","12"
"Department of Justice","Agency Overall","2018","21 U.S.C. § 1904(e)(3)","N/A","Information related to foreign narcotics traffickers","1"
"Department of Justice","Agency Overall","2018","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72- 75 (2d Cir. 2012); Larson v. Dep’t of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","56"
"Department of Justice","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","12"
"Department of Justice","Agency Overall","2018","8 U.S.C. § 1202(f) (Immigration and Nationality Act)","Medina-Hincapie v. Dep’t of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep’t of State, No. 12-1111, 2014 WL 4704840, at *6-7 (S.D.N.Y. Sept. 19, 2014); Badalamenti v. U.S. Dep’t of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81- CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to the issuance or refusal of visas to enter the United States.","3"
"Department of Justice","Agency Overall","2018","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","2"
"Department of Justice","Agency Overall","2018","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat’l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain “sensitive information of foreign governments” and certain international organizations","2"
"Department of Justice","Agency Overall","2018","13 U.S.C. § 301(g) (Collection and Publication of Foreign Commerce Act)","Afr. Fund v. Mosbacher, No. 92 Civ. 289, 1993 WL 183736, at *5 (S.D.N.Y. May 26, 1993); Young Conservative Found., Inc. v. U.S. Dep’t of Commerce, No. 85-3982, 1987 WL 9244, at *2-3 (D.D.C. Mar. 25, 1987).","Certain shippers’ export declarations or successor documents","4"
"Department of Justice","Agency Overall","2018","15 U.S.C. § 4305(d)","N/A","Information submitted under the National Cooperative Research and Production Act of 1993","1"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Likeness of any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof","1"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 3153","N/A","Information regarding pre-trial services","5"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 3509(d) (Federal Victims’ Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430- 31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","16"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 5038(a)","Lavado v. DEA, No. 90-5262, 1991 WL 119586, at *1 (D.C. Cir. June 28, 1991).","Records of juvenile delinquency proceedings.","5"
"Department of Justice","Agency Overall","2018","31 U.S.C. § 5311","N/A","Records and reports on monetary instruments transactions","24"
"Department of Justice","Agency Overall","2018","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3- 4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical qualityassurance program; certain other information pertaining to VA’s medical quality-assurance program","2"
"Department of Justice","Agency Overall","2018","42 U.S.C. § 14132(b)(3)","Moore v. Nat’l DNA Index System, 662 F. Supp. 2d 136, 140 (D.D.C. 2009).","Certain “stored DNA samples and DNA analyses”","1"
"Department of Justice","Agency Overall","2018","49 U.S.C. §§ 114(r), 114(s)","Skurow v. DHS, 892 F. Supp. 2d 319, 329-30 (D.D.C. 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","3"
"Department of Justice","Agency Overall","2018","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note) (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72- 75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","9"
"Department of Justice","Agency Overall","2018","6 U.S.C. § 133(a)(1)(A)","N/A","Voluntarily shared critical infrastructure information","1"
"Department of Justice","Agency Overall","2018","50 U.S.C. § 4565(c) (formerly at 50 U.S.C. app. § 2170(c))","N/A","Information or documentary material filed with the Committee on Foreign Investment in the United States","1"
"Department of Justice","Agency Overall","2018","34 U.S.C. § 10231","N/A","Certain research and statistical data obtained pursuant to this section","5"
"Department of Justice","Agency Overall","2018","31 U.S.C. § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government","7"
"Department of Justice","Agency Overall","2018","49 U.S.C. § 40119(b) (Federal Aviation Act)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Certain information obtained or developed in ensuring transportation security if disclosure of that information would: constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","1"
"Department of Justice","Agency Overall","2018","10 U.S.C. § 1102(f) (National Defense Authorization Act for Fiscal Year 1987)","Goodrich v. Dep’t of the Air Force, 404 F. Supp. 2d 48, 50- 51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep’t of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records created by or for the Department of Defense as part of a medical quality assurance program","1"
"Department of Justice","Agency Overall","2018","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that “a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,” but exempting from this disclosure requirement “any information contained in the determination that would be exempt from disclosure under section 552 of title 5”","2"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2018","N/A","N/A","N/A","0"
"United States Access Board","Agency Overall","2018","N/a","N/A","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2018","N/A","N/A","N/A","0"
"Office of Management and Budget","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Federal Financial Institutions Examination Council","Agency Overall","2018","n/a","N/A","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2018","N/A","N/A","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2018","29 U.S.C. § 1343(f)","","Any information or documentary material submitted to the [agency] pursuant to . . . Section [1343 of title 29 of the United States Code]","2"
"Pension Benefit Guaranty Corporation","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information.","1"
"Pension Benefit Guaranty Corporation","Agency Overall","2018","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","7"
"Central Intelligence Agency","Agency Overall","2018","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1255"
"Defense Nuclear Facilities Safety Board","Agency Overall","2018","N/A","N/A","N/A","0"
"Advisory Council on Historic Preservation","Agency Overall","2018","N/A","N/A","N/A","0"
"National Council on Disability","Agency Overall","2018","N/A","N/A","N/A","0"
"Postal Regulatory Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2018","N/A","N/A","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2018","N/A","N/A","N/A","0"
"Federal Maritime Commission","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Federal Maritime Commission","Agency Overall","2018","46 U.S.C. § 40502(b)(1)","N/A","Service contracts entered into by an individual ocean common carrier or an agreement","1"
"Federal Maritime Commission","Agency Overall","2018","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Federal Maritime Commission","Agency Overall","2018","46 U.S.C. § 42105","N/A","Certain information submitted to FMC regarding shipping and foreign trade","1"
"Federal Maritime Commission","Agency Overall","2018","46 U.S.C. § 42303(c)","N/A","Certain reports or information regarding foreign shipping practices ordered by FMC","1"
"National Labor Relations Board","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","0"
"National Aeronautics and Space Administration","Agency Overall","2018","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09- 5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09- CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","7"
"National Aeronautics and Space Administration","Agency Overall","2018","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep’t of State, 1998 U.S. Dist. LEXIS 23642 at *11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","11"
"National Aeronautics and Space Administration","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","4"
"Department of Veterans Affairs","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","43"
"Department of Veterans Affairs","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information source selection information","22"
"Department of Veterans Affairs","Agency Overall","2018","38 U.S.C. 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) (unpublished disposition).","“All files, records, reports, and other papers and documents pertaining to any claim under any of the laws administered by the Secretary and the names and addresses of present or former members of the Armed Forces, and their dependents, in the possession of [VA]”","1457"
"Department of Veterans Affairs","Agency Overall","2018","38 U.S.C. 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996)","Records created by VA as part of its medical qualityassurance program; certain other information pertaining to VA’s medical quality-assurance program","65"
"Department of Veterans Affairs","Agency Overall","2018","38 U.S.C. 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky, June 10, 1992)","Records of patients being treated for certain conditions","3250"
"Department of Veterans Affairs","Agency Overall","2018","35 U.S.C. 205","","Information pertaining to invention in which the Federal Government owns or may own a right, title, or interest (including a nonexclusive license)","1"
"Department of Veterans Affairs","Agency Overall","2018","38 U.S.C. 7451","","Information collected in VA nurse and other health-care personnel wage surveys.","4"
"Department of Veterans Affairs","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","24"
"Department of Veterans Affairs","Agency Overall","2018","5 U.S.C. app. § 105","","Financial disclosure reports and applications to inspect financial disclosure reports","4"
"Commission of Fine Arts","Agency Overall","2018","N/A","N/A","N/A","0"
"Department of Energy","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","5"
"Department of Energy","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","9"
"Department of Energy","Agency Overall","2018","42 U.S.C. §§ 2162; 2168(a)(1) (Atomic Energy Act)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","“Restricted Data” pertaining to atomic weapons and special nuclear material","9"
"Department of Energy","Agency Overall","2018","5 U.S.C. app.  § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","1"
"Department of Energy","Agency Overall","2018","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","13"
