"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of the Treasury","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319 ","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016);
Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","6"
"Department of the Treasury","Agency Overall","2020","50 U.S.C. § 4565(c) (formerly at 50 U.S.C. app. § 2170(c))","N/A","Information or documentary material filed with the Committee on Foreign Investment in the United States","23"
"U.S. Railroad Retirement Board","Agency Overall","2020","45 U.S.C. 362(d) ","Ass'n. of Retired Railroad Workers v. U.S. Railroad Retirement Board, 830 F.2d 331, 334 (D.C. Cir. 1987); Nat'l. Ass'n. of Retired & Veteran Ry. Employees v. R.R. Ret. Bd., 87-117, slip.op. at 5 (N.D. Ohio Feb. 20, 1991).","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity. ","30"
"Commission of Fine Arts","Agency Overall","2020","N/A","N/A","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2020","N/A","N/A","N/A","0"
"United States Access Board","Agency Overall","2020","42 U.S.C. § 12112(d)(3)(B)","N/A","Certain information obtained regarding the medical condition or history of an applicant, including examinations and inquiries, that are collected and maintained on separate forms and in separate medical files and are treated as confidential medical records","1"
"United States Access Board","Agency Overall","2020","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Office of the United States Trade Representative","Agency Overall","2020","19 U.S.C. § 2155(g) (Trade Act)","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is “submitted in confidence.”","8"
"Office of the United States Trade Representative","Agency Overall","2020","50 U.S.C. § 4565(c) (formerly at 50 U.S.C. app. § 2170(c))","N/A","Information or documentary material filed with the Committee on Foreign Investment in the United States","1"
"Occupational Safety and Health Review Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2020","N/A","N/A","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2020","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","218"
"Office of the Director of National Intelligence","Agency Overall","2020","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","Assassination Archives & Research Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","68"
"Federal Communications Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2020","N/A","N/A","N/A","0"
"Department of Commerce","Agency Overall","2020","15 U.S.C. § 7306(d) ","Quick v. Dep’t of Com., 775 F. Supp. 2d 174, 180-81 (D.D.C. 2011).","“[A]ny information . . . receive[d] in the course of an investigation under this chapter if the Director finds that the disclosure of that information might jeopardize public safety” ","3"
"Department of Commerce","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) ","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7(D.D.C. 2015); Seife v. NIH,
874 F. Supp. 2d 248, 254
(S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","6"
"Department of Commerce","Agency Overall","2020","50 U.S.C. § 4820(h)(1) (formerly at 50 U.S.C. § 4614(c)(1))","Wis. Project on Nuclear Arms Control v. U.S. Dep’t of Com., 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Com., 236 F.3d 1286, 1289-90 (11th Cir. 2001); Lessner v. U.S. Dep’t of Com., 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act.","35"
"Department of Commerce","Agency Overall","2020","16 U.S.C. § 1881a(b)(1)","N/A","Certain information submitted to the Secretary, a State fishery management agency, or a marine fisheries commission by any person in compliance with the requirements of this chapter. ","11"
"Department of Commerce","Agency Overall","2020","31 U.S.C. § 3730 (b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government","1"
"Department of Commerce","Agency Overall","2020","35 U.S.C. § 122","Irons & Sears v Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979)","Applications for patents; certain information pertaining to applications for patents","20"
"Department of Commerce","Agency Overall","2020","50 U.S.C. § 4555(d) ","N/A","Information obtained under the Defense Production Act of 1950 that the President deems confidential, or where the person furnishing the information requests confidential treatment of the information.","4"
"Department of Commerce","Agency Overall","2020","13 U.S.C. §§ 8(b), 9(a) ","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982).","Certain census data. ","7"
"Office of National Drug Control Policy","Agency Overall","2020","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).
","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geopatial-Intelligence Agency","1"
"Office of National Drug Control Policy","Agency Overall","2020","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v.NTSB, 569 F.3d 964, 985 (9th Cir. 2009)
","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"Office of National Drug Control Policy","Agency Overall","2020","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Research Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681F.3d 61, 72-75 (2d Cir. 2012);Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J.
2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).
","Intelligence sources and methods; certain information pertaining to Agency employees, specifically:  ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1"
"National Credit Union Administration","Agency Overall","2020","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","3"
"United States Copyright Office","Agency Overall","2020","n/a","n/a","n/a","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2020","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007);
Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”
Assassination.","3"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees.","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2020","5 U.S.C. app. § 105 ","N/A","Financial disclosure reports and applications to inspect financial disclosure reports.","1"
"Federal Mine Safety and Health Review Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2020","N/A","N/A","N/A","0"
"United States Trade and Development Agency","Agency Overall","2020","N/A","N/A","N/A","0"
"U.S. International Development Finance Corporation","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885,
2012 U.S. Dist. LEXIS 35233,
at *13-15 (S.D. Ohio Mar. 15,
2012); Margolin v. NASA, No.
09-CV-00421, 2011 WL
1303221, at *6 (D. Nev. Mar.
31, 2011); Hornbostel v. U.S.
Dep’t of the Interior, 305 F.
Supp. 2d 21, 30 (D.D.C. 2003),
summary affirmance granted,
No. 03-5257, 2004 WL
1900562 (D.C. Cir. Aug. 25,
2004).","Contractor proposals that
are in the possession or
control of an executive
agency and that have not
been set forth or
incorporated by reference
into contracts","1"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 410(c)(1)","N/A","Records relating to names and addresses of postal customers
","383"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 410(c)(2) (Postal Reorganization Act)","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill. July 5, 2006); Robinett v. USPS, No. 02-1094, 2002 WL 1728582, at *5 (E.D. La. July 24, 2002).","Commercial information which would not be disclosed under good business practice","295"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 410(c)(3)","N/A","Information prepared for use in the negotiation of collective bargaining agreements under 39 U.S.C. Chapter 12 and minutes or notes kept during the negotiating sessions","4"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 410(c)(4)","N/A","Information prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service charges
","3"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 410(c)(5)","N/A","Reports and memoranda of consultants or independent contractors, except to the extent that they would be required to be disclosed if prepared within the Postal Service","1"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 410(c)(6)","N/A","Investigatory files, whether or not considered closed, compiled for law enforcement purposes except to the extent available by law to a party other than the Postal Service","1"
"United States Postal Service","Agency Overall","2020","39 U.S.C. § 412","N/A","Records containing lists of postal customers","29"
"United States Postal Service","Agency Overall","2020","18 U.S.C. § 1461","N/A","Obscene materials/records concerning non-mailable matter","5"
"United States Postal Service","Agency Overall","2020","18 U.S.C. §§ 2510, et seq. (Title III of the Omnibus Crime Control and Safe Streets Act)","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","1"
"United States Postal Service","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","11"
"United States Postal Service","Agency Overall","2020","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430-31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","3"
"United States Postal Service","Agency Overall","2020","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the course of an OIG investigation","12"
"Small Business Administration","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","6"
"Appraisal Subcommittee","Agency Overall","2020","N/A","N/A","N/A","0"
"Surface Transportation Board","Agency Overall","2020","N/A","N/A","N/A","0"
"Social Security Administration","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","10"
"Social Security Administration","Agency Overall","2020","42 U.S.C. § 1306c(e)","N/A","Information contained on the Death Master File","8"
"Social Security Administration","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Marine Mammal Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2020","N/A","N/A","N/A","0"
"National Mediation Board","Agency Overall","2020","N/A","N/A","N/A","0"
"National Transportation Safety Board","Agency Overall","2020","49 U.S.C. § 1114(c) (Transportation Safety Act of 1974)","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain “cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board”","2"
"National Transportation Safety Board","Agency Overall","2020","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two years have not elapsed from the date of the accident","10"
"National Transportation Safety Board","Agency Overall","2020","49 U.S.C. § 1136(d)","N/A","Passenger lists","3"
"National Transportation Safety Board","Agency Overall","2020","49 U.S.C. § 1114(d)(1)","N/A","Certain surface vehicle recordings and transcripts related to an accident investigated by the Board","8"
"Office of Government Ethics","Agency Overall","2020","5 U.S.C. app. § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","9"
"Office of Management and Budget","Agency Overall","2020","N/A","N/A","N/A","0"
"Farm Credit Administration","Agency Overall","2020","N/A","N/A","N/A","0"
"National Science Foundation","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233 at *13-15 (S.D. Ohio Mar., 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar.31, 2011); Hombostel v. U.S. Dept. of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts. ","1"
"Merit Systems Protection Board","Agency Overall","2020","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS,
484 U.S. 9, 15 (1987)
(26 U.S.C. § 6103); Elec. Priv.
Info. Ctr. v. IRS, 910 F.3d 1232
(D.C. Cir. 2018); Leonard v.
U.S. Dep’t of Treasury, 590 F.
App’x. 141, 143-44 (3d Cir.
2014) (per curiam); Pac.
Fisheries, Inc. v. IRS, 395 F.
App’x. 438, 440 (9th Cir. 2010)
(unpublished disposition) (26
U.S.C. §§ 6103, 6105); Tax
Analysts v. IRS, 217 F. Supp.
2d 23, 27-29 (D.D.C. 2002)
(26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information. ","1"
"Merit Systems Protection Board","Agency Overall","2020","5 U.S.C. § 574(j) ","N/A","Dispute resolution communications.","1"
"United States Institute of Peace","Agency Overall","2020","N/A","N/A","N/A","0"
"Social Security Advisory Board","Agency Overall","2020","N/A","N/A","N/A","0"
"Council on Environmental Quality","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978) ","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012). ","Confidential financial disclosure report pertaining to certain government employees ","1"
"Administrative Conference of the United States","Agency Overall","2020","N/A","N/A","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2020","N/A","N/A","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2020","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"Federal Election Commission","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"Federal Election Commission","Agency Overall","2020","52 U.S.C. § 30109(a)(4) (Federal Election Campaign Act)","N/A","Action by the Commission or any person, and information derived, in connection with any conciliation attempt by the Commission in relation to certain complaints filed with the Commission","1"
"Federal Election Commission","Agency Overall","2020","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A)) (Federal Election Campaign Act)","Gov’t Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016). ","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds ","14"
"Department of Health and Human Services","Agency Overall","2020"," 21 U.S.C. § 331(j) ","Anderson v. HHS, 907 F.2d 936, 950-51 (10th Cir. 1990).","Certain information “concerning any method or process which as a trade secret is entitled to protection”","10"
"Department of Health and Human Services","Agency Overall","2020"," 42 U.S.C. § 282(j)(6)","N/A","Information submitted for publication on clinicaltrials.gov that is not otherwise publicly available","34"
"Department of Health and Human Services","Agency Overall","2020","21 U.S.C. § 350d(a)4","N/A","Food Registration Documents","4"
"Department of Health and Human Services","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885,
2012 U.S. Dist. LEXIS 35233,
at *13-15 (S.D. Ohio Mar. 15,
2012); Margolin v. NASA, No.
09-CV-00421, 2011 WL
1303221, at *6 (D. Nev. Mar.
31, 2011); Hornbostel v. U.S.
Dep’t of the Interior, 305 F.
Supp. 2d 21, 30 (D.D.C. 2003),
summary affirmance granted,
No. 03-5257, 2004 WL
1900562 (D.C. Cir. Aug. 25,
2004).","Contractor proposals that
are in the possession or
control of an executive
agency and that have not
been set forth or
incorporated by reference
into contracts","11"
"Department of Health and Human Services","Agency Overall","2020","42 U.S.C. Sec. 11137(b)(1) ","N/A","National Practitioner Data Bank information","6"
"Department of Health and Human Services","Agency Overall","2020","42 U.S.C. Sec. 300aa-12(d)(4)(A) ","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","“Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation
under the National Vaccine Injury Compensation
Program] . . . without the express written consent of
the person who submitted the information”
","4"
"Department of Health and Human Services","Agency Overall","2020","5 U.S.C. app. 3 § 7(b) ","N/A","Names of employees who provide information or complaints to the Inspector General","50"
"Department of Health and Human Services","Agency Overall","2020"," 26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS,
484 U.S. 9, 15 (1987)
(26 U.S.C. § 6103); Elec. Priv.
Info. Ctr. v. IRS, 910 F.3d 1232
(D.C. Cir. 2018); Leonard v.
U.S. Dep’t of Treasury, 590 F.
App’x. 141, 143-44 (3d Cir.
2014) (per curiam); Pac.
Fisheries, Inc. v. IRS, 395 F.
App’x. 438, 440 (9th Cir. 2010)
(unpublished disposition) (26
U.S.C. §§ 6103, 6105); Tax
Analysts v. IRS, 217 F. Supp.
2d 23, 27-29 (D.D.C. 2002)
(26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","99"
"Department of Health and Human Services","Agency Overall","2020","42 U.S.C. § 247d-6b(d)","N/A","Information identifying the location at which materials in the stockpile under subsection (a) of this section","1"
"Department of Health and Human Services","Agency Overall","2020","42 U.S.C. § 300jj–51(d)(2)","N/A","""Any information that is received by the National Coordinator [for Health Information Technology] in connection with a claim or suggestion of possible information blocking and that could reasonably be expected to facilitate identification of the source of the information.""","1"
"Department of Health and Human Services","Agency Overall","2020","Fed. R. Crim. P. 6(e) enacted by Act of July 30 1977 Pub. L. No. 95-78 91 Stat. 319","Sussman v. USMS, 494 F.3d
1106, 1113 (D.C. Cir. 2007);
Sorin v. DOJ, No. 18-99, 2018
WL 6431027 (2d Cir. Dec. 6,
2018) (per curium); Widi v.
McNeil, No. 12-CV-00188,
2016 WL 4394724, at *23 (D.
Me. Aug 16, 2016); Durham v.
U.S. Att'y Gen., No. 06-843,
2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen
O’Connor v. U.S. Dep’t of
Treasury, 570 F. Supp. 2d 749,
776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Department of Health and Human Services","Agency Overall","2020","5 U.S.C. § 574(j) ","N/A","Dispute resolution communications
","1"
"Department of Health and Human Services","Agency Overall","2020"," 7 U.S.C. § 8401","N/A","Registration and transfer documentation for listed biological agents and toxins, and information derived therefrom","2"
"Department of Health and Human Services","Agency Overall","2020"," 15 U.S.C. § 3710a(c)","Pub. Citizen Health Rsch. Grp.
v. NIH, 209 F. Supp. 2d 37, 43,
51 (D.D.C. 2002); DeLorme
Pub. Co., Inc. v. NOAA, 917 F.
Supp. 867, 871-72 (D. Me.
1996), appeal dismissed per
stipulation, No. 96-1601 (1st
Cir. July 8, 1996).","""[T]rade secrets or commercial or financial information that is privileged or confidential, under
the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as
a result of activities under this chapter,"" which pertains to cooperative research and
development agreements for the purpose of technological and industrial innovation","1"
"Department of Health and Human Services","Agency Overall","2020","42 U.S.C. §242m(d)","N/A","Identifiable information for certain research and statistical activities","18"
"Department of Health and Human Services","Agency Overall","2020","42 U.S.C. § 262a(h)","Civ. Beat L. Ctr. for the Pub.
Int. v. CDC, 929 F.3d 1079,
1084-85 (9th Cir. 2019).","Certain categories of information relating to biological agents and toxins ","9"
"Department of Health and Human Services","Agency Overall","2020","N/A","N/A","N/A","0"
"Department of Health and Human Services","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch.,
Inc. v. U.S. Dep’t of the Army,
No. Civ. S001748, 2001 WL
34098652, at *3-4 (E.D. Cal.
May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Health and Human Services","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d
1498, 1500-02 (9th Cir. 1992);
Boyd v. Exec. Off. for U.S.
Att'ys, 161 F. Supp. 3d 1, 7
(D.D.C. 2015); Seife v. NIH,
874 F. Supp. 2d 248, 254
(S.D.N.Y. 2012).","Confidential financial
disclosure report pertaining
to certain government
employees","1"
"Department of Health and Human Services","Agency Overall","2020","25 USC §1675(g)","N/A","Medical quality assurance records","11"
"Central Intelligence Agency","Agency Overall","2020","50 U.S.C § 3507 (formerly at 50 U.S.C § 403g) (Central Intelligence Agency Act of 1949)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","1281"
"Central Intelligence Agency","Agency Overall","2020","10 U.S.C § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial Intelligence Agency ","2"
